Czas [ms]	 Przyspieszenie obudowy [m/s^2]	 Przyspieszenie eliminatora  [m/s^2]	Pr�dko�� obrotowa [obr/sek]
143768	9,760000	9,850000	0,000000
143774	9,760000	9,830000	0,000000
143781	9,760000	9,820000	0,000000
143789	9,740000	9,850000	0,000000
143796	9,720000	9,860000	0,000000
143802	9,750000	9,840000	0,000000
143809	9,760000	9,830000	0,000000
143816	9,750000	9,840000	0,000000
143822	9,740000	9,860000	0,000000
143830	9,770000	9,840000	0,000000
143837	9,730000	9,800000	0,000000
143844	9,730000	9,820000	0,000000
143850	9,740000	9,810000	0,000000
143857	9,740000	9,860000	0,000000
143864	9,730000	9,810000	0,000000
143870	9,740000	9,810000	0,000000
143878	9,720000	9,860000	0,000000
143885	9,740000	9,810000	0,000000
143891	9,730000	9,830000	0,000000
143898	9,740000	9,820000	0,000000
143905	9,740000	9,830000	0,000000
143912	9,740000	9,810000	0,000000
143919	9,760000	9,800000	0,000000
143926	9,750000	9,820000	0,000000
143933	9,760000	9,850000	0,000000
143939	9,750000	9,810000	0,000000
143946	9,740000	9,830000	0,000000
143953	9,740000	9,820000	0,000000
143961	9,740000	9,820000	0,000000
143967	9,730000	9,850000	0,000000
143974	9,730000	9,830000	0,000000
143981	9,730000	9,850000	0,000000
143987	9,730000	9,810000	0,000000
143994	9,730000	9,820000	0,000000
144002	9,730000	9,840000	0,000000
144009	9,720000	9,860000	0,000000
144015	9,730000	9,810000	0,000000
144022	9,760000	9,810000	0,000000
144029	9,720000	9,830000	0,000000
144035	9,740000	9,810000	0,000000
144043	9,750000	9,800000	0,000000
144050	9,710000	9,820000	0,000000
144057	9,730000	9,840000	0,000000
144063	9,730000	9,830000	0,000000
144070	9,730000	9,840000	0,000000
144077	9,760000	9,830000	0,000000
144083	9,740000	9,810000	0,000000
144091	9,730000	9,830000	0,000000
144098	9,730000	9,790000	0,000000
144104	9,760000	9,790000	0,000000
144111	9,750000	9,840000	0,000000
144118	9,720000	9,830000	0,000000
144125	9,740000	9,840000	0,000000
144132	9,740000	9,820000	0,000000
144139	9,760000	9,830000	0,000000
144146	9,730000	9,810000	0,000000
144152	9,720000	9,840000	0,000000
144159	9,750000	9,840000	0,000000
144166	9,720000	9,850000	0,000000
144174	9,750000	9,830000	0,000000
144180	9,720000	9,830000	0,000000
144187	9,730000	9,810000	0,000000
144194	9,720000	9,830000	0,000000
144200	9,750000	9,790000	0,000000
144207	9,730000	9,810000	0,000000
144215	9,740000	9,820000	0,000000
144222	9,740000	9,820000	0,000000
144228	9,770000	9,840000	0,000000
144235	9,760000	9,820000	0,000000
144242	9,770000	9,860000	0,000000
144248	9,700000	9,840000	0,000000
144256	9,730000	9,840000	0,000000
144263	9,760000	9,820000	0,000000
144269	9,710000	9,840000	0,000000
144276	9,720000	9,840000	0,000000
144283	9,740000	9,820000	0,000000
144290	9,740000	9,820000	0,000000
144296	9,710000	9,830000	0,000000
144304	9,740000	9,810000	0,000000
144311	9,720000	9,840000	0,000000
144317	9,750000	9,820000	0,000000
144324	9,730000	9,800000	0,000000
144331	9,760000	9,800000	0,000000
144338	9,750000	9,850000	0,000000
144345	9,740000	9,830000	0,000000
144352	9,720000	9,820000	0,000000
144359	9,730000	9,810000	0,000000
144365	9,750000	9,830000	0,000000
144372	9,740000	9,810000	0,000000
144379	9,710000	9,840000	0,000000
144387	9,750000	9,860000	0,000000
144393	9,750000	9,830000	0,000000
144400	9,750000	9,850000	0,000000
144407	9,710000	9,810000	0,000000
144413	9,750000	9,840000	0,000000
144420	9,740000	9,810000	0,000000
144428	9,720000	9,840000	0,000000
144435	9,720000	9,840000	0,000000
144441	9,720000	9,800000	0,000000
144448	9,750000	9,840000	0,000000
144455	9,720000	9,820000	0,000000
144461	9,720000	9,830000	0,000000
144468	9,720000	9,850000	0,000000
144476	9,720000	9,850000	0,000000
144482	9,720000	9,840000	0,000000
144489	9,730000	9,840000	0,000000
144496	9,720000	9,880000	0,000000
144503	9,770000	9,860000	0,000000
144509	9,750000	9,840000	0,000000
144517	9,740000	9,820000	0,000000
144524	9,710000	9,870000	0,000000
144530	9,740000	9,830000	0,000000
144537	9,720000	9,820000	0,000000
144544	9,750000	9,810000	0,000000
144551	9,770000	9,800000	0,000000
144558	9,750000	9,790000	0,000000
144565	9,750000	9,840000	0,000000
144572	9,750000	9,820000	0,000000
144578	9,750000	9,840000	0,000000
144585	9,740000	9,800000	0,000000
144592	9,740000	9,820000	0,000000
144600	9,690000	9,840000	0,000000
144606	9,720000	9,880000	0,000000
144613	9,710000	9,820000	0,000000
144620	9,720000	9,820000	0,000000
144626	9,740000	9,830000	0,000000
144633	9,730000	9,820000	0,000000
144641	9,750000	9,840000	0,000000
144647	9,700000	9,840000	0,000000
144654	9,700000	9,860000	0,000000
144661	9,740000	9,810000	0,000000
144668	9,760000	9,840000	0,000000
144674	9,750000	9,850000	0,000000
144681	9,750000	9,850000	0,000000
144689	9,730000	9,830000	0,000000
144695	9,740000	9,850000	0,000000
144702	9,750000	9,840000	0,000000
144709	9,730000	9,860000	0,000000
144716	9,720000	9,810000	0,000000
144722	9,710000	9,820000	0,000000
144730	9,750000	9,820000	0,000000
144737	9,720000	9,820000	0,000000
144743	9,750000	9,820000	0,000000
144750	9,730000	9,850000	0,000000
144757	9,730000	9,850000	0,000000
144764	9,730000	9,860000	0,000000
144771	9,740000	9,840000	0,000000
144778	9,750000	9,830000	0,000000
144785	9,750000	9,840000	0,000000
144791	9,740000	9,820000	0,000000
144798	9,760000	9,860000	0,000000
144805	9,750000	9,840000	0,000000
144813	9,750000	9,860000	0,000000
144819	9,720000	9,840000	0,000000
144826	9,740000	9,830000	0,000000
144833	9,740000	9,820000	0,000000
144839	9,720000	9,860000	0,000000
144846	9,760000	9,840000	0,000000
144854	9,720000	9,820000	0,000000
144860	9,740000	9,820000	0,000000
144867	9,760000	9,790000	0,000000
144874	9,730000	9,790000	0,000000
144881	9,770000	9,810000	0,000000
144887	9,770000	9,830000	0,000000
144894	9,720000	9,810000	0,000000
144902	9,740000	9,860000	0,000000
144908	9,750000	9,810000	0,000000
144915	9,710000	9,800000	0,000000
144922	9,750000	9,830000	0,000000
144929	9,750000	9,840000	0,000000
144935	9,760000	9,820000	0,000000
144943	9,730000	9,840000	0,000000
144950	9,720000	9,820000	0,000000
144956	9,710000	9,830000	0,000000
144963	9,730000	9,850000	0,000000
144970	9,740000	9,830000	0,000000
144976	9,720000	9,820000	0,000000
144984	9,740000	9,810000	0,000000
144991	9,740000	9,830000	0,000000
144998	9,740000	9,830000	0,000000
145004	9,740000	9,860000	0,000000
145011	9,750000	9,840000	0,000000
145018	9,750000	9,820000	0,000000
145025	9,710000	9,810000	0,000000
145032	9,710000	9,800000	0,000000
145039	9,780000	9,770000	0,000000
145046	9,740000	9,800000	0,000000
145052	9,740000	9,840000	0,000000
145059	9,750000	9,860000	0,000000
145067	9,750000	9,820000	0,000000
145073	9,740000	9,870000	0,000000
145080	9,750000	9,850000	0,000000
145087	9,740000	9,800000	0,000000
145094	9,730000	9,840000	0,000000
145100	9,710000	9,820000	0,000000
145107	9,730000	9,820000	0,000000
145115	9,740000	9,840000	0,000000
145121	9,740000	9,820000	0,000000
145128	9,740000	9,840000	0,000000
145135	9,710000	9,840000	0,000000
145141	9,750000	9,860000	0,000000
145148	9,700000	9,820000	0,000000
145156	9,750000	9,840000	0,000000
145163	9,740000	9,850000	0,000000
145169	9,750000	9,860000	0,000000
145176	9,750000	9,860000	0,000000
145183	9,730000	9,830000	0,000000
145189	9,740000	9,830000	0,000000
145197	9,720000	9,820000	0,000000
145204	9,720000	9,830000	0,000000
145211	9,750000	9,830000	0,000000
145217	9,740000	9,830000	0,000000
145224	9,760000	9,800000	0,000000
145231	9,740000	9,850000	0,000000
145238	9,720000	9,820000	0,000000
145245	9,720000	9,800000	0,000000
145252	9,710000	9,840000	0,000000
145259	9,740000	9,840000	0,000000
145265	9,720000	9,830000	0,000000
145272	9,720000	9,820000	0,000000
145280	9,740000	9,810000	0,000000
145286	9,730000	9,800000	0,000000
145293	9,720000	9,810000	0,000000
145300	9,720000	9,830000	0,000000
145306	9,770000	9,830000	0,000000
145313	9,740000	9,830000	0,000000
145320	9,710000	9,830000	0,000000
145328	9,690000	9,810000	0,000000
145334	9,730000	9,810000	0,000000
145341	9,750000	9,810000	0,000000
145348	9,720000	9,840000	0,000000
145354	9,720000	9,840000	0,000000
145361	9,720000	9,820000	0,000000
145369	9,740000	9,840000	0,000000
145376	9,710000	9,830000	0,000000
145382	9,720000	9,840000	0,000000
145389	9,730000	9,830000	0,000000
145396	9,770000	9,830000	0,000000
145402	9,730000	9,790000	0,000000
145410	9,710000	9,830000	0,000000
145417	9,730000	9,850000	0,000000
145424	9,740000	9,810000	0,000000
145430	9,710000	9,830000	0,000000
145437	9,740000	9,850000	0,000000
145444	9,750000	9,840000	0,000000
145451	9,750000	9,860000	0,000000
145458	9,780000	9,810000	0,000000
145465	9,750000	9,830000	0,000000
145471	9,730000	9,820000	0,000000
145478	9,740000	9,840000	0,000000
145485	9,740000	9,860000	0,000000
145492	9,740000	9,830000	0,000000
145499	9,740000	9,840000	0,000000
145506	9,710000	9,850000	0,000000
145513	9,760000	9,850000	0,000000
145519	9,720000	9,810000	0,000000
145526	9,720000	9,820000	0,000000
145533	9,700000	9,830000	0,000000
145541	9,770000	9,850000	0,000000
145547	9,770000	9,840000	0,000000
145554	9,760000	9,860000	0,000000
145561	9,750000	9,820000	0,000000
145567	9,750000	9,820000	0,000000
145574	9,700000	9,810000	0,000000
145582	9,760000	9,800000	0,000000
145588	9,780000	9,830000	0,000000
145595	9,750000	9,810000	0,000000
145602	9,710000	9,840000	0,000000
145609	9,750000	9,860000	0,000000
145615	9,740000	9,820000	0,000000
145623	9,750000	9,820000	0,000000
145630	9,730000	9,840000	0,000000
145636	9,730000	9,840000	0,000000
145643	9,700000	9,850000	0,000000
145650	9,730000	9,800000	0,000000
145657	9,790000	9,830000	0,000000
145664	9,770000	9,850000	0,000000
145671	9,760000	9,850000	0,000000
145678	9,760000	9,830000	0,000000
145684	9,740000	9,880000	0,000000
145691	9,740000	9,860000	0,000000
145698	9,750000	9,830000	0,000000
145705	9,750000	9,820000	0,000000
145712	9,740000	9,870000	0,000000
145719	9,740000	9,820000	0,000000
145726	9,740000	9,860000	0,000000
145732	9,730000	9,860000	0,000000
145739	9,760000	9,820000	0,000000
145746	9,720000	9,820000	0,000000
145753	9,760000	9,850000	0,000000
145760	9,700000	9,830000	0,000000
145767	9,730000	9,830000	0,000000
145774	9,720000	9,850000	0,000000
145780	9,740000	9,830000	0,000000
145787	9,750000	9,820000	0,000000
145795	9,750000	9,780000	0,000000
145801	9,750000	9,840000	0,000000
145808	9,740000	9,830000	0,000000
145815	9,770000	9,820000	0,000000
145822	9,770000	9,810000	0,000000
145828	9,740000	9,850000	0,000000
145836	9,730000	9,820000	0,000000
145843	9,740000	9,820000	0,000000
145849	9,720000	9,840000	0,000000
145856	9,690000	9,820000	0,000000
145863	9,740000	9,820000	0,000000
145870	9,740000	9,830000	0,000000
145876	9,730000	9,830000	0,000000
145884	9,730000	9,840000	0,000000
145891	9,740000	9,810000	0,000000
145897	9,740000	9,850000	0,000000
145904	9,740000	9,830000	0,000000
145911	9,760000	9,820000	0,000000
145917	9,750000	9,810000	0,000000
145925	9,740000	9,830000	0,000000
145932	9,720000	9,830000	0,000000
145939	9,720000	9,820000	0,000000
145945	9,740000	9,840000	0,000000
145952	9,770000	9,850000	0,000000
145959	9,750000	9,810000	0,000000
145966	9,730000	9,830000	0,000000
145973	9,700000	9,870000	0,000000
145980	9,720000	9,820000	0,000000
145987	9,760000	9,860000	0,000000
145993	9,770000	9,870000	0,000000
146000	9,750000	9,830000	0,000000
146008	9,770000	9,850000	0,000000
146014	9,730000	9,830000	0,000000
146021	9,730000	9,810000	0,000000
146028	9,730000	9,800000	0,000000
146035	9,730000	9,800000	0,000000
146041	9,730000	9,820000	0,000000
146049	9,760000	9,800000	0,000000
146056	9,730000	9,840000	0,000000
146062	9,730000	9,820000	0,000000
146069	9,730000	9,830000	0,000000
146076	9,740000	9,840000	0,000000
146083	9,750000	9,810000	0,000000
146089	9,710000	9,830000	0,000000
146097	9,730000	9,830000	0,000000
146104	9,690000	9,840000	0,000000
146110	9,730000	9,830000	0,000000
146117	9,720000	9,830000	0,000000
146124	9,740000	9,880000	0,000000
146130	9,740000	9,840000	0,000000
146138	9,760000	9,820000	0,000000
146145	9,750000	9,860000	0,000000
146152	9,730000	9,820000	0,000000
146158	9,760000	9,840000	0,000000
146165	9,750000	9,840000	0,000000
146172	9,730000	9,850000	0,000000
146179	9,730000	9,820000	0,000000
146186	9,730000	9,820000	0,000000
146193	9,730000	9,810000	0,000000
146200	9,740000	9,810000	0,000000
146206	9,740000	9,830000	0,000000
146213	9,780000	9,830000	0,000000
146221	9,740000	9,820000	0,000000
146227	9,740000	9,820000	0,000000
146234	9,740000	9,830000	0,000000
146241	9,710000	9,840000	0,000000
146248	9,730000	9,840000	0,000000
146254	9,740000	9,820000	0,000000
146262	9,720000	9,840000	0,000000
146269	9,740000	9,810000	0,000000
146275	9,770000	9,810000	0,000000
146282	9,750000	9,800000	0,000000
146289	9,720000	9,850000	0,000000
146295	9,760000	9,850000	0,000000
146302	9,750000	9,840000	0,000000
146310	9,750000	9,850000	0,000000
146317	9,750000	9,870000	0,000000
146323	9,750000	9,790000	0,000000
146330	9,730000	9,820000	0,000000
146337	9,750000	9,840000	0,000000
146343	9,760000	9,830000	0,000000
146351	9,770000	9,850000	0,000000
146358	9,730000	9,860000	0,000000
146365	9,770000	9,820000	0,000000
146371	9,730000	9,810000	0,000000
146378	9,720000	9,870000	0,000000
146385	9,740000	9,840000	0,000000
146392	9,740000	9,850000	0,000000
146399	9,740000	9,830000	0,000000
146406	9,730000	9,800000	0,000000
146413	9,770000	9,830000	0,000000
146419	9,730000	9,830000	0,000000
146426	9,730000	9,850000	0,000000
146434	9,730000	9,830000	0,000000
146440	9,730000	9,810000	0,000000
146447	9,740000	9,850000	0,000000
146454	9,740000	9,830000	0,000000
146461	9,700000	9,830000	0,000000
146467	9,730000	9,850000	0,000000
146475	9,730000	9,860000	0,000000
146482	9,720000	9,840000	0,000000
146488	9,730000	9,850000	0,000000
146495	9,730000	9,850000	0,000000
146502	9,740000	9,840000	0,000000
146508	9,730000	9,850000	0,000000
146515	9,740000	9,820000	0,000000
146523	9,740000	9,840000	0,000000
146530	9,750000	9,850000	0,000000
146536	9,730000	9,850000	0,000000
146543	9,740000	9,830000	0,000000
146550	9,740000	9,830000	0,000000
146556	9,740000	9,830000	0,000000
146564	9,750000	9,860000	0,000000
146571	9,740000	9,820000	0,000000
146578	9,740000	9,820000	0,000000
146584	9,750000	9,840000	0,000000
146591	9,730000	9,820000	0,000000
146598	9,720000	9,840000	0,000000
146605	9,720000	9,850000	0,000000
146612	9,700000	9,830000	0,000000
146619	9,740000	9,810000	0,000000
146626	9,730000	9,820000	0,000000
146632	9,750000	9,840000	0,000000
146639	9,750000	9,810000	0,000000
146647	9,690000	9,800000	0,000000
146653	9,740000	9,840000	0,000000
146660	9,740000	9,820000	0,000000
146667	9,730000	9,830000	0,000000
146673	9,730000	9,800000	0,000000
146680	9,730000	9,810000	0,000000
146688	9,760000	9,830000	0,000000
146695	9,770000	9,820000	0,000000
146701	9,750000	9,810000	0,000000
146708	9,750000	9,840000	0,000000
146715	9,720000	9,860000	0,000000
146721	9,740000	9,840000	0,000000
146728	9,700000	9,890000	0,000000
146736	9,700000	9,850000	0,000000
146743	9,730000	9,870000	0,000000
146749	9,760000	9,820000	0,000000
146756	9,760000	9,800000	0,000000
146763	9,760000	9,800000	0,000000
146769	9,750000	9,830000	0,000000
146777	9,740000	9,810000	0,000000
146784	9,740000	9,820000	0,000000
146791	9,730000	9,840000	0,000000
146797	9,750000	9,800000	0,000000
146804	9,720000	9,830000	0,000000
146811	9,740000	9,850000	0,000000
146818	9,720000	9,820000	0,000000
146825	9,720000	9,840000	0,000000
146832	9,700000	9,860000	0,000000
146838	9,730000	9,850000	0,000000
146845	9,730000	9,870000	0,000000
146852	9,720000	9,840000	0,000000
146860	9,730000	9,850000	0,000000
146866	9,730000	9,820000	0,000000
146873	9,730000	9,830000	0,000000
146880	9,760000	9,810000	0,000000
146886	9,720000	9,830000	0,000000
146893	9,720000	9,840000	0,000000
146900	9,730000	9,840000	0,000000
146908	9,740000	9,810000	0,000000
146914	9,730000	9,830000	0,000000
146921	9,740000	9,820000	0,000000
146928	9,720000	9,800000	0,000000
146934	9,750000	9,820000	0,000000
146941	9,740000	9,830000	0,000000
146949	9,720000	9,860000	0,000000
146955	9,740000	9,810000	0,000000
146962	9,750000	9,830000	0,000000
146969	9,760000	9,840000	0,000000
146976	9,760000	9,820000	0,000000
146982	9,740000	9,870000	0,000000
146990	9,760000	9,850000	0,000000
146997	9,750000	9,840000	0,000000
147003	9,750000	9,830000	0,000000
147010	9,710000	9,830000	0,000000
147017	9,720000	9,780000	0,000000
147024	9,720000	9,830000	0,000000
147031	9,790000	9,850000	0,000000
147038	9,740000	9,850000	0,000000
147045	9,720000	9,830000	0,000000
147051	9,730000	9,840000	0,000000
147058	9,730000	9,820000	0,000000
147065	9,730000	9,840000	0,000000
147073	9,730000	9,840000	0,000000
147079	9,730000	9,830000	0,000000
147086	9,730000	9,820000	0,000000
147093	9,750000	9,840000	0,000000
147099	9,750000	9,820000	0,000000
147106	9,740000	9,800000	0,000000
147113	9,740000	9,810000	0,000000
147120	9,750000	9,830000	0,000000
147127	9,760000	9,820000	0,000000
147134	9,750000	9,810000	0,000000
147141	9,740000	9,850000	0,000000
147147	9,740000	9,860000	0,000000
147154	9,720000	9,840000	0,000000
147162	9,720000	9,820000	0,000000
147168	9,740000	9,830000	0,000000
147175	9,720000	9,830000	0,000000
147182	9,740000	9,880000	0,000000
147189	9,750000	9,840000	0,000000
147195	9,760000	9,810000	0,000000
147203	9,710000	9,800000	0,000000
147210	9,730000	9,800000	0,000000
147216	9,740000	9,830000	0,000000
147223	9,770000	9,820000	0,000000
147230	9,720000	9,810000	0,000000
147237	9,740000	9,830000	0,000000
147244	9,750000	9,810000	0,000000
147251	9,730000	9,810000	0,000000
147258	9,730000	9,800000	0,000000
147264	9,730000	9,820000	0,000000
147271	9,740000	9,820000	0,000000
147278	9,740000	9,870000	0,000000
147284	9,740000	9,860000	0,000000
147292	9,730000	9,820000	0,000000
147299	9,720000	9,820000	0,000000
147306	9,720000	9,860000	0,000000
147312	9,740000	9,820000	0,000000
147319	9,730000	9,810000	0,000000
147326	9,740000	9,860000	0,000000
147333	9,730000	9,820000	0,000000
147340	9,720000	9,820000	0,000000
147347	9,680000	9,840000	0,000000
147354	9,720000	9,820000	0,000000
147360	9,720000	9,840000	0,000000
147367	9,740000	9,820000	0,000000
147375	9,710000	9,850000	0,000000
147381	9,750000	9,830000	0,000000
147388	9,760000	9,840000	0,000000
147395	9,720000	9,820000	0,000000
147402	9,730000	9,800000	0,000000
147408	9,740000	9,820000	0,000000
147416	9,740000	9,830000	0,000000
147423	9,710000	9,810000	0,000000
147429	9,770000	9,840000	0,000000
147436	9,760000	9,840000	0,000000
147443	9,730000	9,800000	0,000000
147449	9,730000	9,840000	0,000000
147457	9,740000	9,840000	0,000000
147464	9,750000	9,840000	0,000000
147471	9,740000	9,810000	0,000000
147477	9,740000	9,800000	0,000000
147484	9,740000	9,830000	0,000000
147491	9,740000	9,830000	0,000000
147497	9,720000	9,790000	0,000000
147505	9,750000	9,830000	0,000000
147512	9,750000	9,780000	0,000000
147519	9,780000	9,830000	0,000000
147525	9,740000	9,820000	0,000000
147532	9,720000	9,850000	0,000000
147539	9,700000	9,830000	0,000000
147546	9,720000	9,820000	0,000000
147553	9,730000	9,850000	0,000000
147560	9,710000	9,820000	0,000000
147567	9,720000	9,830000	0,000000
147573	9,720000	9,850000	0,000000
147580	9,720000	9,830000	0,000000
147588	9,740000	9,830000	0,000000
147594	9,750000	9,820000	0,000000
147601	9,750000	9,820000	0,000000
147608	9,720000	9,790000	0,000000
147614	9,720000	9,810000	0,000000
147621	9,720000	9,860000	0,000000
147629	9,730000	9,840000	0,000000
147636	9,760000	9,820000	0,000000
147642	9,740000	9,840000	0,000000
147649	9,690000	9,840000	0,000000
147656	9,730000	9,840000	0,000000
147662	9,730000	9,820000	0,000000
147670	9,710000	9,870000	0,000000
147677	9,740000	9,860000	0,000000
147684	9,710000	9,820000	0,000000
147690	9,710000	9,820000	0,000000
147697	9,720000	9,840000	0,000000
147704	9,710000	9,810000	0,000000
147710	9,710000	9,850000	0,000000
147718	9,730000	9,800000	0,000000
147725	9,730000	9,840000	0,000000
147732	9,730000	9,850000	0,000000
147738	9,730000	9,830000	0,000000
147745	9,730000	9,860000	0,000000
147752	9,730000	9,850000	0,000000
147759	9,730000	9,850000	0,000000
147766	9,730000	9,830000	0,000000
147773	9,750000	9,830000	0,000000
147780	9,720000	9,820000	0,000000
147786	9,730000	9,850000	0,000000
147793	9,740000	9,830000	0,000000
147801	9,720000	9,850000	0,000000
147807	9,730000	9,840000	0,000000
147814	9,730000	9,820000	0,000000
147821	9,750000	9,830000	0,000000
147827	9,710000	9,860000	0,000000
147834	9,710000	9,830000	0,000000
147842	9,740000	9,830000	0,000000
147849	9,710000	9,830000	0,000000
147855	9,750000	9,850000	0,000000
147862	9,720000	9,870000	0,000000
147869	9,720000	9,850000	0,000000
147875	9,700000	9,820000	0,000000
147883	9,740000	9,840000	0,000000
147890	9,740000	9,790000	0,000000
147897	9,740000	9,840000	0,000000
147903	9,730000	9,830000	0,000000
147910	9,720000	9,820000	0,000000
147917	9,720000	9,870000	0,000000
147923	9,760000	9,810000	0,000000
147931	9,730000	9,840000	0,000000
147938	9,730000	9,860000	0,000000
147945	9,740000	9,850000	0,000000
147951	9,760000	9,820000	0,000000
147958	9,750000	9,840000	0,000000
147965	9,750000	9,850000	0,000000
147972	9,760000	9,810000	0,000000
147979	9,720000	9,810000	0,000000
147986	9,750000	9,820000	0,000000
147992	9,780000	9,810000	0,000000
147999	9,710000	9,810000	0,000000
148006	9,710000	9,820000	0,000000
148014	9,730000	9,800000	0,000000
148020	9,730000	9,820000	0,000000
148027	9,760000	9,830000	0,000000
148034	9,730000	9,820000	0,000000
148040	9,760000	9,840000	0,000000
148047	9,730000	9,850000	0,000000
148055	9,740000	9,820000	0,000000
148062	9,740000	9,860000	0,000000
148068	9,760000	9,840000	0,000000
148075	9,700000	9,790000	0,000000
148082	9,730000	9,810000	0,000000
148088	9,730000	9,840000	0,000000
148096	9,710000	9,820000	0,000000
148103	9,730000	9,820000	0,000000
148110	9,760000	9,810000	0,000000
148116	9,750000	9,820000	0,000000
148123	9,730000	9,820000	0,000000
148130	9,720000	9,810000	0,000000
148136	9,750000	9,830000	0,000000
148144	9,740000	9,840000	0,000000
148151	9,740000	9,840000	0,000000
148158	9,770000	9,830000	0,000000
148164	9,760000	9,860000	0,000000
148171	9,750000	9,840000	0,000000
148178	9,760000	9,850000	0,000000
148185	9,750000	9,830000	0,000000
148192	9,730000	9,830000	0,000000
148199	9,760000	9,860000	0,000000
148205	9,730000	9,810000	0,000000
148212	9,720000	9,840000	0,000000
148219	9,740000	9,810000	0,000000
148227	9,730000	9,830000	0,000000
148233	9,740000	9,810000	0,000000
148240	9,760000	9,840000	0,000000
148247	9,760000	9,810000	0,000000
148253	9,770000	9,820000	0,000000
148260	9,760000	9,830000	0,000000
148268	9,750000	9,820000	0,000000
148275	9,720000	9,810000	0,000000
148281	9,720000	9,820000	0,000000
148288	9,720000	9,810000	0,000000
148295	9,740000	9,800000	0,000000
148301	9,740000	9,830000	0,000000
148308	9,730000	9,820000	0,000000
148316	9,750000	9,840000	0,000000
148323	9,710000	9,870000	0,000000
148329	9,710000	9,860000	0,000000
148336	9,720000	9,820000	0,000000
148343	9,730000	9,860000	0,000000
148349	9,750000	9,810000	0,000000
148357	9,750000	9,850000	0,000000
148364	9,750000	9,850000	0,000000
148371	9,740000	9,840000	0,000000
148377	9,740000	9,830000	0,000000
148384	9,740000	9,820000	0,000000
148391	9,700000	9,850000	0,000000
148398	9,710000	9,830000	0,000000
148405	9,730000	9,850000	0,000000
148412	9,730000	9,860000	0,000000
148418	9,730000	9,830000	0,000000
148425	9,730000	9,830000	0,000000
148432	9,730000	9,810000	0,000000
148440	9,720000	9,860000	0,000000
148446	9,700000	9,850000	0,000000
148453	9,740000	9,850000	0,000000
148460	9,740000	9,860000	0,000000
148466	9,740000	9,840000	0,000000
148473	9,730000	9,830000	0,000000
148481	9,730000	9,830000	0,000000
148488	9,730000	9,860000	0,000000
148494	9,730000	9,850000	0,000000
148501	9,740000	9,850000	0,000000
148508	9,730000	9,860000	0,000000
148514	9,730000	9,840000	0,000000
148521	9,740000	9,840000	0,000000
148529	9,730000	9,820000	0,000000
148536	9,720000	9,810000	0,000000
148542	9,760000	9,810000	0,000000
148549	9,770000	9,860000	0,000000
148556	9,770000	9,830000	0,000000
148562	9,770000	9,810000	0,000000
148570	9,740000	9,840000	0,000000
148577	9,740000	9,890000	0,000000
148583	9,740000	9,840000	0,000000
148590	9,730000	9,860000	0,000000
148597	9,750000	9,880000	0,000000
148604	9,730000	9,830000	0,000000
148611	9,740000	9,840000	0,000000
148618	9,740000	9,820000	0,000000
148625	9,730000	9,820000	0,000000
148631	9,760000	9,860000	0,000000
148638	9,760000	9,870000	0,000000
148645	9,730000	9,840000	0,000000
148653	9,730000	9,840000	0,000000
148659	9,700000	9,820000	0,000000
148666	9,740000	9,810000	0,000000
148673	9,730000	9,860000	0,000000
148679	9,730000	9,810000	0,000000
148686	9,730000	9,820000	0,000000
148694	9,710000	9,850000	0,000000
148701	9,750000	9,840000	0,000000
148707	9,710000	9,860000	0,000000
148714	9,740000	9,840000	0,000000
148721	9,760000	9,850000	0,000000
148727	9,750000	9,860000	0,000000
148734	9,750000	9,860000	0,000000
148742	9,730000	9,840000	0,000000
148748	9,740000	9,840000	0,000000
148755	9,740000	9,850000	0,000000
148762	9,740000	9,820000	0,000000
148769	9,720000	9,810000	0,000000
148775	9,720000	9,830000	0,000000
148783	9,720000	9,830000	0,000000
148790	9,740000	9,830000	0,000000
148796	9,740000	9,850000	0,000000
148803	9,750000	9,830000	0,000000
148810	9,730000	9,820000	0,000000
148817	9,730000	9,850000	0,000000
148824	9,730000	9,830000	0,000000
148831	9,740000	9,820000	0,000000
148838	9,740000	9,870000	0,000000
148844	9,740000	9,810000	0,000000
148851	9,770000	9,830000	0,000000
148858	9,770000	9,820000	0,000000
148865	9,740000	9,820000	0,000000
148872	9,740000	9,810000	0,000000
148879	9,760000	9,820000	0,000000
148886	9,760000	9,810000	0,000000
148892	9,760000	9,820000	0,000000
148899	9,750000	9,830000	0,000000
148907	9,730000	9,830000	0,000000
148913	9,720000	9,850000	0,000000
148920	9,730000	9,830000	0,000000
148927	9,750000	9,830000	0,000000
148934	9,730000	9,810000	0,000000
148940	9,730000	9,810000	0,000000
148947	9,740000	9,840000	0,000000
148955	9,750000	9,810000	0,000000
148961	9,720000	9,820000	0,000000
148968	9,720000	9,830000	0,000000
148975	9,750000	9,830000	0,000000
148982	9,730000	9,810000	0,000000
148988	9,720000	9,820000	0,000000
148996	9,730000	9,840000	0,000000
149003	9,720000	9,850000	0,000000
149009	9,750000	9,830000	0,000000
149016	9,750000	9,860000	0,000000
149023	9,720000	9,830000	0,000000
149030	9,760000	9,850000	0,000000
149037	9,740000	9,850000	0,000000
149044	9,770000	9,830000	0,000000
149051	9,740000	9,820000	0,000000
149057	9,740000	9,840000	0,000000
149064	9,730000	9,830000	0,000000
149071	9,770000	9,790000	0,000000
