Czas [ms]	 Przyspieszenie obudowy [m/s^2]	 Przyspieszenie eliminatora  [m/s^2]	Prêdkoœæ obrotowa [obr/sek]
16	5,570000	4,070000	0,000000
22	6,140000	4,440000	0,500000
29	6,390000	5,070000	0,250000
35	11,950000	11,210000	0,250000
43	16,280000	10,480000	0,250000
49	16,650000	16,300000	0,250000
56	12,300000	6,240000	0,250000
62	8,390000	9,310000	0,250000
69	4,070000	2,750000	0,250000
75	8,130000	11,820000	0,250000
82	12,340000	9,660000	0,250000
89	14,920000	17,480000	0,250000
96	14,020000	10,230000	0,250000
102	8,810000	8,580000	0,250000
109	6,660000	2,820000	0,250000
116	6,240000	7,870000	0,250000
122	10,820000	9,940000	0,250000
130	15,150000	13,360000	0,250000
136	15,120000	13,230000	0,250000
143	11,320000	10,410000	0,250000
149	9,720000	5,030000	0,250000
156	5,580000	4,920000	0,250000
163	8,680000	9,160000	0,250000
169	12,160000	11,500000	0,250000
177	15,710000	15,310000	0,250000
183	12,790000	13,020000	0,250000
190	8,030000	8,550000	0,250000
196	6,560000	5,070000	0,250000
203	4,200000	6,720000	0,250000
210	10,690000	11,370000	0,250000
217	14,810000	14,220000	0,250000
224	14,030000	13,600000	0,250000
230	8,980000	8,920000	0,250000
237	8,110000	6,150000	0,250000
244	4,470000	4,800000	0,250000
250	7,290000	9,490000	0,250000
258	14,520000	14,010000	0,250000
264	15,740000	14,500000	0,250000
271	12,090000	13,830000	0,250000
277	7,060000	7,530000	0,250000
284	3,120000	6,290000	0,250000
291	7,020000	5,770000	0,250000
297	9,840000	12,280000	0,250000
305	14,010000	13,190000	0,250000
311	13,690000	13,440000	0,250000
318	8,810000	7,760000	0,250000
324	6,230000	5,780000	0,250000
331	6,380000	6,020000	0,250000
338	6,080000	13,240000	0,250000
345	12,110000	12,760000	0,250000
352	15,160000	15,340000	0,250000
358	11,480000	11,030000	0,250000
365	6,530000	8,360000	0,250000
372	4,810000	4,670000	0,250000
378	5,920000	6,840000	0,250000
386	12,670000	10,030000	0,250000
392	18,030000	14,560000	0,250000
399	16,010000	13,600000	0,250000
406	7,700000	9,420000	0,250000
412	4,510000	6,380000	0,250000
419	4,900000	6,180000	0,250000
425	9,940000	11,140000	0,250000
433	12,980000	11,960000	0,250000
439	13,750000	14,980000	0,250000
446	12,470000	8,570000	0,250000
453	6,830000	8,770000	0,250000
459	2,970000	3,280000	0,250000
466	7,180000	9,220000	0,250000
473	12,180000	8,900000	0,250000
480	15,170000	16,840000	0,250000
486	12,230000	12,970000	0,250000
493	8,150000	8,310000	0,250000
500	3,700000	4,160000	0,250000
506	7,020000	7,220000	0,250000
514	11,440000	9,480000	0,250000
520	15,390000	14,410000	0,250000
527	14,900000	13,720000	0,250000
533	9,920000	11,310000	0,250000
540	5,360000	4,990000	0,250000
547	4,760000	6,650000	0,250000
553	9,490000	5,800000	0,250000
561	11,890000	13,660000	0,250000
567	16,490000	13,590000	0,250000
574	14,050000	13,860000	0,250000
581	10,760000	6,510000	0,250000
587	4,590000	5,500000	0,250000
594	4,070000	6,180000	0,250000
601	6,440000	9,970000	0,250000
608	13,990000	12,060000	0,250000
614	13,470000	13,270000	0,250000
621	10,930000	8,560000	0,250000
628	5,590000	6,580000	0,250000
634	1,230000	5,620000	0,250000
642	4,460000	8,090000	0,250000
648	12,060000	14,520000	0,250000
655	13,590000	14,000000	0,250000
662	12,770000	12,670000	0,250000
668	6,800000	5,390000	0,250000
675	4,370000	5,790000	0,250000
681	6,130000	4,390000	0,250000
689	10,500000	12,880000	0,250000
695	14,510000	12,590000	0,250000
702	15,090000	16,350000	0,250000
709	8,780000	5,820000	0,250000
715	4,550000	8,060000	0,250000
722	5,070000	1,300000	0,250000
729	6,440000	11,580000	0,250000
736	12,620000	9,260000	0,250000
742	14,910000	17,520000	0,250000
749	12,910000	7,950000	0,250000
756	8,210000	8,800000	0,250000
762	1,990000	3,880000	0,250000
770	9,070000	13,540000	0,250000
776	12,910000	9,250000	0,250000
783	14,240000	15,390000	0,250000
789	12,870000	12,670000	0,250000
796	9,590000	9,760000	0,250000
803	7,150000	3,900000	0,250000
809	8,030000	7,550000	0,250000
817	11,020000	9,490000	0,250000
823	12,870000	13,890000	0,250000
830	13,240000	15,500000	0,250000
837	11,750000	12,160000	0,250000
843	8,430000	7,320000	0,250000
850	4,540000	4,980000	0,250000
857	8,030000	8,130000	0,250000
864	10,730000	9,870000	0,250000
870	14,620000	16,440000	0,250000
877	13,980000	10,570000	0,250000
884	9,650000	8,340000	0,250000
890	4,240000	4,270000	0,250000
898	6,240000	7,890000	0,250000
904	9,360000	8,140000	0,250000
911	13,540000	14,460000	20,250000
917	15,590000	13,480000	20,250000
924	11,280000	13,840000	20,250000
931	5,630000	3,580000	20,250000
937	4,310000	7,990000	20,250000
945	6,720000	4,820000	20,250000
951	12,790000	14,240000	20,250000
958	14,680000	11,310000	20,250000
965	12,470000	14,410000	20,250000
971	8,920000	4,890000	20,250000
978	5,550000	7,480000	20,250000
985	7,800000	5,080000	20,250000
992	9,780000	12,070000	20,250000
998	14,230000	12,960000	20,250000
1005	14,900000	15,960000	20,250000
1012	9,870000	8,700000	20,250000
1018	5,290000	6,000000	20,250000
1026	5,050000	3,450000	20,250000
1032	6,970000	10,710000	20,250000
1039	12,250000	12,970000	20,250000
1046	15,740000	14,510000	20,250000
1052	13,860000	12,840000	20,250000
1059	9,180000	6,000000	20,250000
1067	7,300000	5,300000	20,250000
1073	6,330000	6,500000	20,250000
1080	11,580000	12,720000	20,250000
1086	14,200000	12,610000	20,250000
1093	13,040000	15,980000	20,250000
1100	10,970000	8,980000	20,250000
1106	4,400000	6,440000	20,250000
1114	4,730000	4,990000	20,250000
1121	9,170000	12,390000	20,250000
1127	12,090000	13,550000	20,250000
1134	14,260000	16,110000	20,250000
1141	11,640000	9,940000	20,250000
1147	9,180000	7,200000	20,250000
1155	4,290000	4,880000	20,250000
1161	7,140000	8,140000	20,250000
1168	13,240000	10,920000	20,250000
1175	14,960000	14,920000	20,250000
1181	12,690000	13,440000	20,250000
1188	7,990000	7,680000	20,250000
1196	5,670000	5,970000	20,250000
1202	6,130000	7,890000	20,250000
1209	9,890000	11,870000	20,250000
1215	14,950000	14,150000	20,250000
1222	13,580000	14,030000	20,250000
1229	10,300000	9,280000	20,250000
1235	7,180000	5,980000	20,250000
