time	CH1	CH2	CH3
9732	10,390000	11,840000	6,750000
9738	10,080000	9,830000	6,750000
9745	10,220000	9,740000	6,750000
9752	9,880000	9,180000	6,750000
9758	8,790000	9,980000	6,750000
9765	8,940000	9,150000	6,750000
9773	8,800000	8,900000	6,750000
9779	10,160000	9,220000	6,750000
9786	10,520000	10,170000	6,750000
9792	9,800000	10,890000	6,750000
9799	9,640000	11,650000	6,750000
9806	10,010000	8,980000	6,750000
9812	9,030000	7,880000	6,750000
9820	8,940000	7,550000	6,750000
9827	9,230000	9,970000	6,750000
9833	10,140000	11,320000	6,750000
9840	10,000000	10,410000	6,750000
9847	9,800000	10,230000	6,750000
9853	10,050000	9,220000	6,750000
9861	10,030000	9,130000	6,750000
9867	10,020000	10,150000	6,750000
9874	10,080000	10,940000	6,750000
9881	10,410000	10,300000	6,750000
9887	10,280000	8,690000	6,750000
9894	9,140000	7,890000	6,750000
9902	9,240000	10,240000	6,750000
9908	8,370000	11,150000	6,750000
9915	9,990000	9,820000	6,750000
9921	10,100000	9,190000	6,750000
9928	10,540000	11,270000	6,750000
9935	9,470000	11,250000	6,750000
9942	9,510000	10,740000	6,750000
9949	9,600000	10,570000	6,750000
9956	9,160000	10,400000	6,750000
9962	9,040000	8,870000	6,750000
9969	9,320000	8,140000	6,750000
9976	10,030000	10,330000	6,750000
9982	10,370000	11,570000	6,750000
9990	9,800000	10,020000	6,750000
9996	9,650000	9,450000	6,750000
10003	9,790000	8,840000	6,750000
10010	9,590000	10,190000	6,750000
10016	8,920000	10,910000	6,750000
10023	8,760000	8,710000	6,750000
10031	10,070000	8,370000	6,750000
10037	10,540000	11,260000	6,750000
10044	10,330000	11,540000	6,750000
10051	9,370000	9,640000	6,750000
10057	9,730000	8,610000	6,750000
10064	9,980000	10,020000	8,000000
10072	9,650000	10,690000	8,000000
10078	9,190000	9,540000	8,000000
10085	8,630000	8,120000	8,000000
10092	9,610000	10,660000	8,000000
10098	9,980000	11,620000	8,000000
10105	10,050000	10,130000	8,000000
10113	10,240000	9,480000	8,000000
10119	10,190000	8,700000	8,000000
10126	10,090000	9,700000	8,000000
10133	8,000000	10,270000	8,000000
10139	8,640000	8,110000	8,000000
10146	9,740000	8,300000	8,000000
10153	10,160000	11,740000	8,000000
10160	10,150000	11,540000	8,000000
10167	9,900000	9,170000	8,000000
10174	10,510000	8,570000	8,000000
10181	10,100000	11,160000	8,000000
10187	9,030000	11,600000	8,000000
10194	8,550000	8,310000	8,000000
10201	9,700000	7,870000	8,000000
10208	10,100000	10,100000	8,000000
10215	10,090000	11,270000	8,000000
10222	10,130000	10,520000	8,000000
10228	10,650000	9,660000	8,000000
10235	10,460000	10,160000	8,000000
10243	9,480000	9,040000	8,000000
10249	9,350000	10,020000	8,000000
10256	9,510000	9,910000	8,000000
10263	9,780000	10,950000	8,000000
10269	10,230000	10,250000	8,000000
10276	9,770000	9,120000	8,000000
10284	8,970000	9,600000	8,000000
10290	9,200000	10,040000	8,000000
10297	9,780000	10,700000	8,000000
10304	9,960000	11,070000	8,000000
10310	9,690000	9,560000	8,000000
10317	10,050000	8,690000	8,000000
10324	9,790000	9,950000	8,000000
10331	8,460000	11,290000	8,000000
10338	8,880000	8,350000	8,000000
10344	10,290000	8,860000	8,000000
10351	10,850000	11,460000	8,000000
10358	9,680000	11,830000	8,000000
10365	9,360000	7,970000	8,000000
10372	9,770000	8,750000	8,000000
10379	10,150000	8,880000	8,000000
10385	8,670000	10,640000	8,000000
10392	9,130000	9,750000	8,000000
10399	9,840000	8,670000	8,000000
10405	10,190000	9,510000	8,000000
10413	9,720000	11,550000	8,000000
10420	9,680000	10,930000	8,000000
10426	10,450000	8,520000	8,000000
10433	10,070000	7,510000	8,000000
10440	9,000000	10,830000	8,000000
10446	8,430000	11,220000	8,000000
10454	8,470000	8,250000	8,000000
10461	10,350000	8,650000	8,000000
10467	11,070000	11,450000	8,000000
10474	9,970000	11,810000	8,000000
10481	9,610000	9,010000	8,000000
10488	10,400000	8,480000	8,000000
10494	10,400000	10,350000	8,000000
10502	9,350000	11,270000	8,000000
10509	8,670000	8,150000	8,000000
10515	9,590000	8,080000	8,000000
10522	10,110000	8,060000	8,000000
10529	9,990000	11,300000	8,000000
10535	9,970000	12,020000	8,000000
10543	10,670000	9,560000	8,000000
10550	10,540000	7,710000	8,000000
10556	9,080000	10,720000	8,000000
10563	8,540000	10,750000	8,000000
10570	9,000000	7,890000	8,000000
10576	9,610000	7,360000	8,000000
10584	9,760000	10,900000	8,000000
10591	10,120000	12,130000	8,000000
10597	9,680000	9,650000	8,000000
10604	9,970000	8,320000	8,000000
10611	9,960000	10,490000	8,000000
10617	9,710000	10,850000	8,000000
10625	9,290000	8,570000	8,000000
10632	9,480000	8,980000	8,000000
10638	9,130000	9,000000	8,000000
10645	10,260000	10,330000	8,000000
10652	10,900000	10,760000	8,000000
10658	10,340000	11,000000	8,000000
10665	9,610000	10,650000	8,000000
10673	8,580000	8,060000	8,000000
10679	8,840000	8,300000	8,000000
10686	10,130000	9,680000	8,000000
10693	10,510000	10,180000	8,000000
10699	10,380000	11,270000	8,000000
10706	9,650000	10,730000	8,000000
10714	8,540000	7,970000	8,000000
10720	8,970000	8,580000	8,000000
10727	10,360000	10,800000	8,000000
10734	10,860000	11,590000	8,000000
10740	9,700000	9,720000	8,000000
10747	9,340000	10,040000	8,000000
10755	9,790000	8,610000	8,000000
10761	10,080000	9,300000	8,000000
10768	9,470000	10,910000	8,000000
10775	9,260000	10,630000	8,000000
10781	10,440000	10,120000	8,000000
10788	10,360000	8,850000	8,000000
10796	9,840000	7,940000	8,000000
10802	9,310000	10,690000	8,000000
10809	10,120000	10,540000	8,000000
10816	9,550000	9,010000	8,000000
10822	10,100000	9,390000	8,000000
10829	9,170000	9,460000	8,000000
10836	9,740000	10,170000	8,000000
10843	10,450000	10,050000	8,000000
10850	10,750000	9,990000	8,000000
10857	9,910000	10,260000	8,000000
10863	9,320000	10,520000	8,000000
10870	9,750000	7,910000	8,000000
10877	9,960000	8,620000	8,000000
10884	9,490000	10,110000	8,000000
10891	9,410000	11,260000	8,000000
10898	10,340000	8,910000	8,000000
10904	11,000000	9,140000	8,000000
10911	9,930000	9,010000	8,000000
10918	9,670000	11,620000	8,000000
10925	9,430000	10,430000	8,000000
10932	9,000000	8,020000	8,000000
10939	9,250000	6,730000	8,000000
10945	9,040000	10,690000	8,000000
10952	9,570000	11,140000	8,000000
10959	9,550000	9,560000	8,000000
10966	9,490000	8,760000	8,000000
10973	9,770000	11,690000	8,000000
10980	9,320000	11,370000	8,000000
10986	8,890000	8,650000	8,000000
10993	9,030000	7,330000	8,000000
11000	9,290000	10,460000	8,000000
11006	9,600000	10,820000	8,000000
11014	9,720000	8,570000	8,000000
11021	10,430000	8,680000	8,000000
11027	10,070000	9,190000	8,000000
11034	10,150000	11,080000	8,000000
11041	9,910000	10,880000	8,000000
11047	9,480000	8,290000	8,000000
11055	9,190000	8,000000	8,000000
11062	9,070000	10,870000	8,000000
11068	9,130000	11,650000	7,750000
11075	9,460000	8,710000	7,750000
11082	11,120000	8,180000	7,750000
11088	11,210000	11,020000	7,750000
11096	9,480000	11,520000	7,750000
11103	8,370000	8,710000	7,750000
11109	9,090000	8,730000	7,750000
11116	9,530000	9,990000	7,750000
11123	10,440000	9,920000	7,750000
11129	10,550000	10,540000	7,750000
11137	9,310000	10,130000	7,750000
11144	8,870000	9,690000	7,750000
11150	9,880000	9,110000	7,750000
11157	10,750000	9,150000	7,750000
11164	11,030000	10,680000	7,750000
11170	9,580000	11,400000	7,750000
11177	9,290000	9,460000	7,750000
11185	9,470000	8,730000	7,750000
11191	9,850000	8,460000	7,750000
11198	9,480000	8,870000	7,750000
11205	9,160000	10,470000	7,750000
11211	9,640000	10,820000	7,750000
11218	10,460000	8,660000	7,750000
11226	10,270000	8,890000	7,750000
11232	9,600000	10,270000	7,750000
11239	9,930000	9,570000	7,750000
11246	9,740000	9,240000	7,750000
11252	9,040000	9,920000	7,750000
11259	9,540000	10,530000	7,750000
11267	10,490000	10,090000	7,750000
11273	10,860000	9,510000	7,750000
11280	10,080000	10,290000	7,750000
11287	9,500000	10,540000	7,750000
11293	10,040000	8,690000	7,750000
11300	10,570000	7,830000	7,750000
11308	9,520000	11,230000	7,750000
11314	9,000000	11,000000	7,750000
11321	9,980000	8,520000	7,750000
11328	10,390000	7,780000	7,750000
11334	9,790000	10,940000	7,750000
11341	10,270000	11,930000	7,750000
11348	9,520000	10,160000	7,750000
11355	9,610000	8,350000	7,750000
11362	8,830000	9,380000	7,750000
11369	9,250000	8,850000	7,750000
11375	9,160000	9,960000	7,750000
11382	9,520000	9,890000	7,750000
11389	10,210000	10,590000	7,750000
11396	10,500000	11,160000	7,750000
11403	10,070000	10,000000	7,750000
11410	9,970000	9,730000	7,750000
11416	9,470000	9,110000	7,750000
11423	9,400000	9,770000	7,750000
11430	9,350000	10,220000	7,750000
11437	8,860000	8,940000	7,750000
11444	8,940000	9,440000	7,750000
11451	10,200000	10,680000	7,750000
11457	10,530000	11,170000	7,750000
11464	9,830000	10,410000	7,750000
11471	8,880000	9,430000	7,750000
11478	9,260000	8,140000	7,750000
11485	9,290000	8,800000	7,750000
11492	9,980000	11,510000	7,750000
11498	9,850000	11,200000	7,750000
11505	9,640000	9,050000	7,750000
11512	10,470000	8,390000	7,750000
11518	10,160000	8,350000	7,750000
11526	10,070000	11,060000	7,750000
11533	10,020000	10,630000	7,750000
11539	9,580000	9,390000	7,750000
11546	9,440000	9,430000	7,750000
11553	9,780000	9,800000	7,750000
11559	9,680000	9,480000	7,750000
11567	9,420000	10,190000	7,750000
11574	9,500000	11,200000	7,750000
11580	9,460000	8,560000	7,750000
11587	10,180000	8,480000	7,750000
11594	10,420000	10,670000	7,750000
11600	10,330000	11,390000	7,750000
11608	9,290000	10,290000	7,750000
11615	9,030000	8,980000	7,750000
11621	10,050000	7,980000	7,750000
11628	10,010000	9,010000	7,750000
11635	9,030000	10,710000	7,750000
11641	9,390000	10,620000	7,750000
11649	10,830000	9,220000	7,750000
11656	10,990000	9,070000	7,750000
11662	9,460000	10,170000	7,750000
11669	9,130000	9,790000	7,750000
11676	8,870000	8,860000	7,750000
11682	9,190000	9,720000	7,750000
11689	9,720000	10,120000	7,750000
11697	10,190000	9,280000	7,750000
11703	10,690000	9,720000	7,750000
11710	9,800000	10,540000	7,750000
11717	9,240000	10,710000	7,750000
11723	9,570000	8,420000	7,750000
11730	9,820000	8,220000	7,750000
11738	9,420000	10,390000	7,750000
11744	8,960000	10,260000	7,750000
11751	9,740000	8,610000	7,750000
11758	10,630000	8,650000	7,750000
11764	10,550000	10,010000	7,750000
11771	10,220000	11,230000	7,750000
11779	10,050000	11,360000	7,750000
11785	9,690000	8,740000	7,750000
11792	9,300000	8,300000	7,750000
11799	9,030000	9,950000	7,750000
11805	9,410000	10,740000	7,750000
11812	10,240000	9,680000	7,750000
11820	9,710000	10,380000	7,750000
11826	9,950000	9,560000	7,750000
11833	10,540000	9,910000	7,750000
11840	10,800000	9,490000	7,750000
11846	9,250000	9,790000	7,750000
11853	8,780000	9,430000	7,750000
11860	8,330000	9,420000	7,750000
11867	9,520000	9,010000	7,750000
11874	10,500000	9,830000	7,750000
11880	10,520000	11,590000	7,750000
11887	10,280000	10,130000	7,750000
11894	10,790000	9,050000	7,750000
11901	10,120000	10,060000	7,750000
11908	9,140000	10,500000	7,750000
11915	8,680000	9,460000	7,750000
11922	10,160000	9,150000	7,750000
11928	10,750000	9,360000	7,750000
11935	9,670000	10,660000	7,750000
11942	9,910000	10,620000	7,750000
11949	9,880000	10,720000	7,750000
11956	9,760000	8,810000	7,750000
11963	9,360000	8,090000	7,750000
11969	9,740000	9,990000	7,750000
11976	9,220000	10,380000	7,750000
11983	9,590000	9,250000	7,750000
11990	9,900000	9,550000	7,750000
11997	9,490000	10,650000	7,750000
12004	9,160000	9,930000	7,750000
12010	9,180000	10,850000	7,750000
12017	9,750000	10,100000	7,750000
12024	9,560000	10,600000	7,750000
12030	9,890000	10,620000	7,750000
12038	10,170000	9,690000	7,750000
12045	9,850000	10,110000	7,750000
12051	8,850000	10,410000	7,750000
12058	8,720000	8,640000	7,750000
12065	9,810000	9,990000	7,750000
12071	10,420000	10,790000	7,750000
12079	9,900000	10,270000	7,750000
12086	10,010000	8,860000	7,750000
12092	9,740000	8,900000	7,750000
12099	8,820000	9,880000	7,750000
12106	9,070000	8,950000	7,750000
12112	9,390000	10,300000	7,750000
12120	9,820000	10,330000	7,750000
12127	9,750000	10,480000	7,750000
12133	9,920000	9,520000	7,750000
12140	9,760000	9,550000	7,750000
12147	10,090000	10,230000	7,750000
12153	9,920000	11,020000	7,750000
12161	9,300000	9,180000	7,750000
12167	8,860000	9,000000	7,750000
12174	9,350000	9,850000	7,750000
12181	9,770000	11,130000	7,750000
12187	10,290000	10,000000	7,750000
12194	10,720000	10,290000	7,750000
12201	10,360000	10,450000	7,750000
12209	9,130000	10,090000	7,750000
12215	9,140000	8,740000	7,750000
12222	9,120000	8,950000	7,750000
12229	9,460000	10,110000	7,750000
12235	9,910000	10,310000	7,750000
12242	9,730000	10,450000	7,750000
12250	10,120000	9,550000	7,750000
12256	10,530000	10,480000	7,750000
12263	10,370000	10,890000	7,750000
12270	10,050000	9,840000	7,750000
12276	9,780000	8,890000	7,750000
12283	9,330000	7,920000	7,750000
12291	8,970000	8,970000	7,750000
12297	8,810000	11,350000	7,750000
12304	10,700000	9,940000	7,750000
12311	11,180000	9,150000	7,750000
12317	10,380000	11,690000	7,750000
12324	9,470000	10,970000	7,750000
12332	10,090000	8,600000	7,750000
12338	9,840000	8,560000	7,750000
12345	9,090000	10,440000	7,750000
12352	9,280000	10,500000	7,750000
12358	9,710000	9,340000	7,750000
12365	10,020000	8,550000	7,750000
12372	9,620000	10,780000	7,750000
12379	9,960000	11,840000	7,750000
12386	9,750000	9,420000	7,750000
12393	9,020000	7,830000	7,750000
12399	9,190000	8,690000	7,750000
12406	10,020000	8,600000	7,750000
12413	10,350000	10,240000	7,750000
12420	10,030000	10,830000	7,750000
12427	9,330000	11,060000	7,750000
12434	10,000000	8,410000	7,750000
12440	10,050000	7,720000	7,750000
12447	10,030000	11,970000	7,750000
12454	9,920000	12,410000	7,750000
12461	9,710000	9,030000	7,750000
12468	9,850000	8,020000	7,750000
12475	8,990000	9,240000	7,750000
12481	9,010000	11,080000	7,750000
12488	9,650000	8,320000	7,750000
12495	10,510000	9,150000	7,750000
12502	10,530000	12,290000	7,750000
12509	9,470000	11,850000	7,750000
12516	9,780000	8,030000	7,750000
12522	9,610000	8,260000	7,750000
12529	9,240000	9,890000	7,750000
12536	9,160000	9,370000	7,750000
12542	10,060000	8,310000	7,750000
12550	9,950000	10,190000	7,750000
12557	9,750000	11,170000	7,750000
12563	9,750000	9,980000	7,750000
12570	10,080000	9,770000	7,750000
12577	9,800000	10,640000	7,750000
12583	9,750000	10,400000	7,750000
12591	9,520000	8,330000	7,750000
12598	9,120000	7,720000	7,750000
12604	9,400000	10,790000	7,750000
12611	9,850000	11,180000	7,750000
12618	10,800000	9,620000	7,750000
12624	10,920000	8,360000	7,750000
12632	9,360000	10,680000	7,750000
12639	9,040000	10,650000	7,750000
12645	9,440000	8,410000	7,750000
12652	9,760000	8,630000	7,750000
12659	9,270000	8,720000	7,750000
12665	8,980000	9,580000	7,750000
12673	10,070000	9,960000	7,750000
12680	10,690000	11,270000	7,750000
12686	10,290000	11,750000	7,750000
12693	10,010000	9,810000	7,750000
12700	10,470000	8,140000	7,750000
12706	9,540000	10,010000	7,750000
12713	8,690000	10,280000	7,750000
12721	8,930000	9,020000	7,750000
12727	9,600000	8,500000	7,750000
12734	10,270000	11,310000	7,750000
12741	9,860000	11,390000	7,750000
12747	9,320000	9,240000	7,750000
12754	9,610000	8,420000	7,750000
12762	9,760000	10,600000	7,750000
12768	9,630000	10,400000	7,750000
12775	8,880000	10,440000	7,750000
12782	8,990000	8,430000	7,750000
12788	9,960000	8,570000	7,750000
12795	10,900000	11,640000	7,750000
12803	10,720000	12,190000	7,750000
12809	9,920000	10,200000	7,750000
12816	9,610000	7,920000	7,750000
12823	9,070000	8,290000	7,750000
12829	9,510000	9,120000	7,750000
12836	10,210000	11,110000	7,750000
12844	10,060000	11,240000	7,750000
12850	9,110000	9,220000	7,750000
12857	9,430000	7,560000	7,750000
12864	9,170000	10,230000	7,750000
12870	10,370000	11,390000	7,750000
12877	10,260000	10,310000	7,750000
12884	10,710000	9,080000	7,750000
12891	9,900000	10,070000	7,750000
12898	8,950000	9,710000	7,750000
12905	8,340000	10,960000	7,750000
12911	8,420000	8,970000	7,750000
12918	10,330000	8,870000	7,750000
12925	10,840000	11,030000	7,750000
12932	9,630000	11,240000	7,750000
12939	9,520000	8,880000	7,750000
12946	9,420000	9,090000	7,750000
12952	9,430000	10,280000	7,750000
12959	9,400000	10,500000	7,750000
12966	9,980000	8,820000	7,750000
12973	9,790000	8,790000	7,750000
12980	9,650000	10,530000	7,750000
12987	9,830000	11,700000	7,750000
12993	9,590000	10,130000	7,750000
13000	10,070000	8,900000	7,750000
13007	9,740000	9,840000	7,750000
13014	9,180000	9,790000	7,750000
13021	8,740000	10,010000	7,750000
13028	9,600000	9,610000	7,750000
13034	10,140000	10,080000	7,750000
13041	10,770000	10,930000	7,750000
13048	9,960000	10,740000	7,750000
13054	9,500000	9,480000	7,750000
13062	9,840000	9,230000	7,750000
13069	9,780000	10,070000	7,750000
13075	9,120000	10,380000	8,000000
13082	8,780000	8,270000	8,000000
13089	9,320000	8,790000	8,000000
13095	9,710000	10,760000	8,000000
13103	9,560000	10,970000	8,000000
13110	10,210000	9,810000	8,000000
13116	10,280000	9,600000	8,000000
13123	9,660000	9,990000	8,000000
13130	8,490000	10,360000	8,000000
13136	8,340000	9,850000	8,000000
13144	9,780000	9,290000	8,000000
13151	10,140000	9,220000	8,000000
13157	9,490000	10,990000	8,000000
13164	9,560000	10,360000	8,000000
13171	10,530000	9,940000	8,000000
13177	10,500000	9,540000	8,000000
13185	9,550000	10,290000	8,000000
13192	9,190000	10,060000	8,000000
13198	9,290000	8,670000	8,000000
13205	9,430000	8,570000	8,000000
13211	9,930000	10,730000	8,000000
13218	9,670000	11,640000	8,000000
13225	9,980000	10,050000	8,000000
13233	10,400000	8,920000	8,000000
13239	9,830000	10,320000	8,000000
13246	8,790000	9,610000	8,000000
13253	9,120000	10,550000	8,000000
13259	9,630000	9,640000	8,000000
13266	9,900000	10,100000	8,000000
13274	9,890000	9,470000	8,000000
13280	9,520000	8,390000	8,000000
13287	9,140000	9,640000	8,000000
13293	9,470000	10,830000	8,000000
13300	10,330000	10,150000	8,000000
13307	10,260000	10,020000	8,000000
13314	10,400000	10,530000	8,000000
13321	9,790000	10,260000	8,000000
13328	8,780000	8,810000	8,000000
13334	9,160000	8,910000	8,000000
13341	9,700000	10,010000	8,000000
13348	10,000000	11,360000	8,000000
13355	9,880000	9,840000	8,000000
13362	9,200000	9,010000	8,000000
13369	10,210000	9,150000	8,000000
13375	9,490000	10,410000	8,000000
13382	9,280000	11,300000	8,000000
13389	8,880000	8,780000	8,000000
13395	9,510000	7,860000	8,000000
13403	9,520000	9,120000	8,000000
13410	9,490000	11,720000	8,000000
13416	9,990000	10,200000	8,000000
13423	9,920000	9,810000	8,000000
13430	9,890000	10,010000	8,000000
13436	9,320000	10,050000	8,000000
13444	9,120000	8,860000	8,000000
13451	9,190000	8,920000	8,000000
13457	10,260000	10,350000	8,000000
13464	9,960000	11,470000	8,000000
13471	10,100000	9,410000	8,000000
13477	9,950000	10,250000	8,000000
13485	10,310000	10,590000	8,000000
13492	10,050000	11,290000	8,000000
13499	9,110000	9,120000	8,000000
13505	8,620000	8,860000	8,000000
13512	9,360000	8,280000	8,000000
13518	9,360000	9,440000	8,000000
13526	10,430000	9,940000	8,000000
13533	9,970000	10,960000	8,000000
13539	10,160000	9,890000	8,000000
13546	10,760000	9,730000	8,000000
13553	10,050000	9,580000	8,000000
13559	8,870000	9,800000	8,000000
13566	8,810000	8,780000	8,000000
13574	9,890000	9,200000	8,000000
13580	10,050000	9,720000	8,000000
13587	9,640000	9,960000	8,000000
13594	9,650000	9,990000	8,000000
13600	10,670000	9,560000	8,000000
13607	10,740000	10,040000	8,000000
13615	9,380000	10,090000	8,000000
13621	9,010000	9,590000	8,000000
13628	9,080000	9,000000	8,000000
13635	9,640000	9,020000	8,000000
13641	9,930000	9,160000	8,000000
13648	10,480000	12,120000	8,000000
13656	9,840000	12,140000	8,000000
13662	9,680000	8,450000	8,000000
13669	9,310000	7,820000	8,000000
13676	9,150000	9,680000	8,000000
13682	9,400000	10,310000	8,000000
13689	9,970000	10,090000	8,000000
13697	10,330000	11,350000	8,000000
13703	9,250000	9,270000	8,000000
13710	8,630000	8,230000	8,000000
13717	9,480000	8,050000	8,000000
13723	10,050000	10,000000	8,000000
13730	10,170000	11,340000	8,000000
13737	10,170000	10,280000	8,000000
13744	10,270000	9,640000	8,000000
13751	9,650000	8,940000	8,000000
13758	9,430000	8,460000	8,000000
13764	9,360000	10,610000	8,000000
13771	9,070000	10,580000	8,000000
13778	8,590000	8,460000	8,000000
13785	10,530000	7,790000	8,000000
13792	10,800000	11,800000	8,000000
13799	9,690000	12,460000	8,000000
13805	9,270000	8,700000	8,000000
13812	9,740000	8,330000	8,000000
13819	9,350000	9,780000	8,000000
13826	9,350000	10,370000	8,000000
13833	9,790000	8,480000	8,000000
13840	9,630000	9,510000	8,000000
13846	10,720000	9,420000	8,000000
13853	10,480000	11,160000	8,000000
13860	9,350000	11,090000	8,000000
13867	8,780000	7,980000	8,000000
13874	9,770000	7,840000	8,000000
13881	9,860000	10,890000	8,000000
13887	9,250000	11,020000	8,000000
13894	8,990000	9,410000	8,000000
13901	10,500000	7,940000	8,000000
13907	11,180000	11,490000	8,000000
13915	10,130000	12,320000	8,000000
13922	9,460000	9,280000	8,000000
13928	9,560000	8,220000	8,000000
13935	9,250000	9,030000	8,000000
13942	8,990000	9,950000	8,000000
13948	9,020000	10,940000	8,000000
13956	10,300000	10,140000	8,000000
13963	10,820000	9,550000	8,000000
13969	10,320000	10,490000	8,000000
13976	10,040000	11,640000	8,000000
13983	9,670000	9,790000	8,000000
13989	9,450000	8,970000	8,000000
13997	9,050000	9,230000	8,000000
14004	9,210000	9,330000	8,000000
14010	9,770000	9,490000	8,000000
14017	9,370000	10,240000	8,000000
14024	9,840000	10,050000	8,000000
14030	10,590000	10,190000	8,000000
14038	10,760000	10,700000	8,000000
14045	9,460000	10,130000	8,000000
14051	8,520000	8,420000	8,000000
14058	9,270000	8,410000	8,000000
14065	9,760000	10,780000	8,000000
14071	9,600000	11,160000	8,000000
14078	9,890000	11,280000	7,750000
14086	10,620000	9,000000	7,750000
14092	10,180000	8,880000	7,750000
14099	10,160000	10,520000	7,750000
14106	9,850000	9,620000	7,750000
14112	9,770000	9,840000	7,750000
14119	9,120000	10,320000	7,750000
14127	9,800000	9,350000	7,750000
14133	9,930000	9,190000	7,750000
14140	9,640000	10,070000	7,750000
14147	9,300000	10,300000	7,750000
14153	9,060000	8,780000	7,750000
14160	9,480000	9,120000	7,750000
14167	9,570000	9,990000	7,750000
14174	10,070000	10,800000	7,750000
14181	10,190000	10,390000	7,750000
14188	9,380000	10,640000	7,750000
14194	9,070000	10,270000	7,750000
14201	9,890000	7,710000	7,750000
14209	9,870000	8,520000	7,750000
14215	9,450000	11,800000	7,750000
14222	9,970000	11,070000	7,750000
14229	10,690000	8,550000	7,750000
14235	10,470000	8,720000	7,750000
14242	8,820000	10,280000	7,750000
14249	8,910000	9,430000	7,750000
14256	9,500000	9,490000	7,750000
14263	9,840000	9,790000	7,750000
14269	9,660000	9,960000	7,750000
14276	9,800000	9,840000	7,750000
14283	10,190000	10,150000	7,750000
14289	9,970000	10,370000	7,750000
14297	9,900000	9,820000	7,750000
14304	9,420000	9,380000	7,750000
14310	9,220000	8,740000	7,750000
14317	9,010000	8,860000	7,750000
14324	9,460000	9,610000	7,750000
14330	9,710000	10,270000	7,750000
14338	10,350000	10,750000	7,750000
14345	10,390000	10,440000	7,750000
14351	10,300000	10,550000	7,750000
14358	8,790000	9,150000	7,750000
14365	8,780000	8,940000	7,750000
14371	9,240000	9,030000	7,750000
14379	9,430000	10,080000	7,750000
14386	9,290000	9,880000	7,750000
14392	9,530000	10,020000	7,750000
14399	10,780000	9,450000	7,750000
14406	10,330000	10,670000	7,750000
14412	9,790000	10,370000	7,750000
14419	9,030000	9,970000	7,750000
14427	9,410000	8,840000	7,750000
14433	10,080000	8,090000	7,750000
14440	8,760000	8,490000	7,750000
14447	9,340000	10,830000	7,750000
14453	9,690000	11,130000	7,750000
14460	11,140000	10,160000	7,750000
14468	11,090000	10,000000	7,750000
14474	9,580000	10,020000	7,750000
14481	8,960000	10,030000	7,750000
14488	9,610000	8,810000	7,750000
14494	10,070000	8,700000	7,750000
14501	10,010000	9,960000	7,750000
14509	10,080000	10,890000	7,750000
14515	9,870000	8,710000	7,750000
14522	9,620000	9,040000	7,750000
14529	10,650000	10,560000	7,750000
14535	10,550000	9,450000	7,750000
14542	9,350000	9,440000	7,750000
14550	9,320000	10,360000	7,750000
14556	9,860000	10,870000	7,750000
14563	10,070000	9,980000	7,750000
14570	10,140000	9,170000	7,750000
14576	10,010000	9,150000	7,750000
14583	9,210000	9,160000	7,750000
14590	9,540000	10,420000	7,750000
14597	9,760000	10,710000	7,750000
14604	9,690000	10,190000	7,750000
14611	9,920000	10,100000	7,750000
14618	10,150000	10,250000	7,750000
14624	9,100000	9,880000	7,750000
14631	8,610000	7,990000	7,750000
14638	9,550000	7,830000	7,750000
14645	10,000000	11,550000	7,750000
14652	10,790000	11,350000	7,750000
14659	9,870000	9,710000	7,750000
14665	9,120000	8,470000	7,750000
14672	9,500000	8,120000	7,750000
14679	9,480000	10,130000	7,750000
14686	9,460000	10,330000	7,750000
14693	9,510000	8,750000	7,750000
14699	10,310000	8,470000	7,750000
14706	10,490000	11,370000	7,750000
14713	9,960000	11,780000	7,750000
14721	9,510000	9,600000	7,750000
14727	10,490000	8,770000	7,750000
14734	10,280000	9,820000	7,750000
14741	9,710000	10,530000	7,750000
14747	8,410000	8,490000	7,750000
14754	9,530000	8,680000	7,750000
14760	10,370000	10,380000	7,750000
14768	10,090000	11,850000	7,750000
14775	10,330000	10,030000	7,750000
14782	9,420000	9,750000	7,750000
14788	9,500000	8,660000	7,750000
14795	9,210000	8,690000	7,750000
14801	9,500000	9,880000	7,750000
14809	8,700000	10,250000	7,750000
14816	9,490000	10,030000	7,750000
14822	9,290000	9,230000	7,750000
14829	9,720000	9,570000	7,750000
14836	10,560000	10,830000	7,750000
14842	10,280000	10,600000	7,750000
14850	9,540000	9,340000	7,750000
14857	9,610000	9,520000	7,750000
14863	9,090000	9,500000	7,750000
14870	8,760000	9,610000	7,750000
14877	9,330000	9,440000	7,750000
14883	10,310000	10,790000	7,750000
14891	10,690000	10,150000	7,750000
14898	9,700000	10,520000	7,750000
14904	9,300000	8,640000	7,750000
14911	9,120000	9,210000	7,750000
14918	9,400000	9,320000	7,750000
14924	8,930000	10,110000	7,750000
14931	9,160000	10,060000	7,750000
14939	9,910000	8,810000	7,750000
14945	10,510000	8,470000	7,750000
14952	10,100000	11,430000	7,750000
14959	10,540000	11,480000	7,750000
14965	9,770000	9,690000	7,750000
14972	8,970000	9,010000	7,750000
14980	8,880000	8,970000	7,750000
14986	9,840000	8,800000	7,750000
14993	10,220000	10,930000	7,750000
15000	10,140000	10,890000	7,750000
15006	9,620000	9,010000	7,750000
15013	9,710000	7,590000	7,750000
15021	9,900000	9,700000	7,750000
15027	9,910000	11,480000	7,750000
