time	CH1	CH2	CH3
20154	9,720000	9,510000	8,000000
20161	10,020000	10,070000	8,000000
20168	9,880000	10,630000	8,000000
20174	10,300000	10,340000	8,000000
20182	10,250000	9,190000	8,000000
20189	8,870000	9,420000	8,000000
20195	8,670000	9,960000	8,000000
20202	9,660000	10,050000	8,000000
20209	10,440000	10,850000	8,000000
20215	10,310000	11,080000	8,000000
20222	10,340000	9,190000	8,000000
20230	10,360000	9,560000	8,000000
20236	9,600000	10,820000	8,000000
20243	9,360000	11,140000	8,000000
20250	9,550000	8,640000	8,000000
20256	9,830000	7,580000	8,000000
20263	9,620000	10,640000	8,000000
20271	9,770000	11,430000	8,000000
20277	10,510000	9,870000	8,000000
20284	10,160000	9,070000	8,000000
20291	9,640000	10,770000	8,000000
20297	9,620000	10,040000	8,000000
20304	9,700000	8,010000	8,000000
20312	10,170000	7,650000	8,000000
20318	9,150000	10,780000	8,000000
20325	9,620000	10,890000	8,000000
20332	11,000000	10,070000	8,000000
20338	11,240000	9,720000	8,000000
20345	10,040000	9,940000	8,000000
20353	9,820000	9,680000	8,000000
20359	9,700000	9,460000	8,000000
20366	10,030000	9,400000	8,000000
20373	8,640000	10,070000	8,000000
20379	9,090000	8,540000	8,000000
20386	10,100000	8,910000	8,000000
20393	10,440000	11,250000	8,000000
20400	10,430000	11,610000	8,000000
20407	9,900000	9,700000	8,000000
20414	9,490000	8,490000	8,000000
20420	9,080000	9,850000	8,000000
20427	8,910000	9,880000	8,000000
20434	9,250000	9,140000	8,000000
20441	10,050000	8,550000	8,000000
20448	10,110000	11,810000	8,000000
20455	10,740000	11,180000	8,000000
20461	10,340000	9,710000	8,000000
20468	9,920000	9,330000	8,000000
20475	9,270000	10,270000	8,000000
20482	9,400000	9,760000	8,000000
20489	9,580000	8,740000	8,000000
20496	9,110000	9,240000	8,000000
20502	9,380000	10,530000	8,000000
20509	9,750000	9,850000	8,000000
20516	10,110000	10,310000	8,000000
20523	10,080000	10,000000	8,000000
20530	9,760000	9,270000	8,000000
20537	9,220000	9,450000	8,000000
20543	8,940000	10,420000	8,000000
20550	9,500000	9,500000	8,000000
20557	10,150000	9,760000	8,000000
20563	9,760000	9,020000	8,000000
20571	8,640000	8,960000	8,000000
20578	9,030000	9,530000	8,000000
20584	9,970000	10,400000	8,000000
20591	10,350000	10,730000	8,000000
20598	10,680000	10,060000	8,000000
20604	10,080000	10,010000	8,000000
20612	8,880000	9,610000	8,000000
20619	9,340000	8,770000	8,000000
20625	9,200000	9,690000	8,000000
20632	9,680000	10,600000	8,000000
20639	10,030000	9,780000	8,000000
20645	10,120000	9,580000	8,000000
20653	9,980000	8,770000	8,000000
20660	9,550000	9,810000	8,000000
20666	8,990000	9,320000	8,000000
20673	9,570000	9,100000	8,000000
20680	9,960000	10,050000	8,000000
20686	9,120000	10,890000	8,000000
20694	9,530000	8,510000	8,000000
20701	10,710000	10,160000	8,000000
20707	10,760000	9,940000	8,000000
20714	9,540000	10,880000	8,000000
20721	9,370000	10,230000	8,000000
20727	9,620000	8,720000	8,000000
20734	9,530000	8,860000	8,000000
20742	8,750000	9,610000	8,000000
20748	9,740000	10,200000	8,000000
20755	10,790000	9,670000	8,000000
20762	10,480000	10,560000	8,000000
20768	9,650000	10,040000	8,000000
20775	9,340000	9,620000	8,000000
20783	9,690000	9,570000	8,000000
20789	9,580000	9,300000	8,000000
20796	9,310000	9,000000	8,000000
20802	9,060000	9,380000	8,000000
20809	9,710000	8,700000	8,000000
20816	10,120000	10,490000	8,000000
20824	10,270000	11,750000	8,000000
20830	11,110000	9,700000	8,000000
20837	10,630000	8,380000	8,000000
20844	9,350000	10,930000	8,000000
20850	8,720000	10,460000	8,000000
20857	9,290000	8,400000	8,000000
20865	10,040000	8,310000	8,000000
20871	9,560000	11,290000	8,000000
20878	9,710000	11,590000	8,000000
20885	10,440000	9,900000	8,000000
20891	10,450000	10,330000	8,000000
20898	9,480000	10,080000	8,000000
20905	8,690000	9,520000	8,000000
20912	9,540000	8,770000	8,000000
20919	9,650000	8,910000	8,000000
20926	9,520000	10,590000	8,000000
20932	9,780000	11,420000	8,000000
20939	10,540000	8,880000	8,000000
20946	10,670000	8,150000	8,000000
20953	9,720000	7,610000	8,000000
20960	8,990000	10,040000	8,000000
20967	9,420000	10,650000	8,000000
20973	9,840000	9,180000	8,000000
20980	10,190000	9,910000	8,000000
20987	10,190000	9,460000	8,000000
20994	9,760000	9,310000	8,000000
21001	9,230000	9,750000	8,000000
21008	9,630000	9,710000	8,000000
21014	11,050000	10,060000	8,000000
21021	11,160000	10,040000	8,000000
21028	9,840000	10,700000	8,000000
21035	9,100000	10,610000	8,000000
21042	9,470000	7,260000	8,000000
21049	10,020000	6,950000	8,000000
21055	9,910000	10,430000	8,000000
21062	9,780000	12,260000	8,000000
21069	10,330000	9,170000	8,000000
21075	10,360000	8,190000	8,000000
21083	9,630000	10,680000	8,000000
21090	9,070000	9,980000	8,000000
21096	9,820000	9,560000	8,000000
21103	9,080000	10,250000	7,750000
21110	8,920000	10,730000	7,750000
21116	9,830000	8,570000	7,750000
21124	10,540000	9,650000	7,750000
21131	10,590000	11,100000	7,750000
21137	9,760000	11,420000	7,750000
21144	9,530000	8,160000	7,750000
21151	9,060000	7,640000	7,750000
21157	9,370000	10,400000	7,750000
21165	8,820000	11,430000	7,750000
21172	9,250000	8,460000	7,750000
21178	10,010000	9,000000	7,750000
21185	10,130000	10,970000	7,750000
21192	9,780000	11,690000	7,750000
21198	9,590000	9,500000	7,750000
21206	10,080000	9,210000	7,750000
21213	9,690000	9,850000	7,750000
21219	9,150000	9,940000	7,750000
21226	9,610000	10,040000	7,750000
21233	10,180000	9,980000	7,750000
21239	9,830000	9,860000	7,750000
21246	10,260000	10,480000	7,750000
21254	11,100000	10,320000	7,750000
21260	10,810000	10,040000	7,750000
21267	9,310000	9,470000	7,750000
21274	8,630000	9,450000	7,750000
21280	9,320000	8,880000	7,750000
21287	9,810000	8,810000	7,750000
21295	9,530000	10,190000	7,750000
21301	9,270000	10,710000	7,750000
21308	11,040000	9,850000	7,750000
21315	11,380000	10,040000	7,750000
21321	9,560000	10,460000	7,750000
21328	8,890000	9,070000	7,750000
21336	9,570000	8,930000	7,750000
21342	9,570000	9,490000	7,750000
21349	10,000000	9,720000	7,750000
21356	10,060000	10,560000	7,750000
21362	10,150000	10,990000	7,750000
21369	10,000000	9,920000	7,750000
21377	10,000000	9,790000	7,750000
21383	9,760000	9,580000	7,750000
21390	9,280000	9,760000	7,750000
21397	9,130000	10,020000	7,750000
21403	9,570000	9,390000	7,750000
21410	9,840000	9,770000	7,750000
21417	9,460000	9,600000	7,750000
21424	9,430000	9,750000	7,750000
21431	9,580000	10,170000	7,750000
21438	9,890000	10,550000	7,750000
21444	10,210000	9,390000	7,750000
21451	10,430000	9,100000	7,750000
21458	10,210000	10,760000	7,750000
21465	9,020000	10,590000	7,750000
21472	8,650000	7,980000	7,750000
21479	9,850000	7,550000	7,750000
21485	10,070000	8,430000	7,750000
21492	9,720000	11,560000	7,750000
21499	9,900000	11,470000	7,750000
21506	10,560000	9,070000	7,750000
21513	10,350000	8,510000	7,750000
21520	9,180000	10,740000	7,750000
21526	8,780000	9,990000	7,750000
21533	9,570000	9,040000	7,750000
21540	9,600000	10,270000	7,750000
21547	10,040000	10,580000	7,750000
21554	9,890000	10,050000	7,750000
21561	9,620000	9,910000	7,750000
21567	9,700000	9,850000	7,750000
21574	9,470000	9,520000	7,750000
21581	8,830000	9,830000	7,750000
21587	9,080000	9,110000	7,750000
21595	9,490000	8,920000	7,750000
21602	9,550000	9,630000	7,750000
21608	9,880000	10,340000	7,750000
21615	10,250000	10,650000	7,750000
21622	10,700000	10,030000	7,750000
21628	10,230000	11,450000	7,750000
21636	8,810000	9,890000	7,750000
21643	8,770000	8,780000	7,750000
21649	9,320000	8,560000	7,750000
21656	9,430000	9,630000	7,750000
21663	9,200000	10,230000	7,750000
21669	9,800000	10,010000	7,750000
21677	10,590000	9,840000	7,750000
21684	10,270000	10,120000	7,750000
21690	9,260000	10,040000	7,750000
21697	9,130000	9,910000	7,750000
21704	9,610000	9,170000	7,750000
21710	10,040000	8,740000	7,750000
21718	9,950000	9,590000	7,750000
21725	9,070000	11,210000	7,750000
21731	9,420000	11,250000	7,750000
21738	10,590000	10,810000	7,750000
21745	11,000000	10,360000	7,750000
21751	9,570000	9,260000	7,750000
21758	8,910000	9,290000	7,750000
21766	9,340000	9,830000	7,750000
21772	9,820000	9,620000	7,750000
21779	9,520000	10,190000	7,750000
21786	9,680000	10,030000	7,750000
21792	10,360000	8,530000	7,750000
21799	10,370000	8,590000	7,750000
21807	9,980000	11,380000	7,750000
21813	9,530000	10,980000	7,750000
21820	9,230000	8,570000	7,750000
21827	9,070000	8,930000	7,750000
21833	9,550000	9,630000	7,750000
21840	9,800000	9,980000	7,750000
21848	10,150000	8,920000	7,750000
21854	9,510000	10,550000	7,750000
21861	9,380000	10,580000	7,750000
21868	10,030000	9,110000	7,750000
21874	10,430000	9,690000	7,750000
21881	10,460000	11,130000	7,750000
21889	9,850000	10,960000	7,750000
21895	9,590000	8,430000	7,750000
21902	9,660000	7,240000	7,750000
21909	9,380000	10,250000	7,750000
21915	9,300000	11,650000	7,750000
21922	9,990000	9,400000	7,750000
21929	9,940000	8,830000	7,750000
21936	10,140000	9,780000	7,750000
21943	9,900000	10,420000	7,750000
21950	9,580000	9,810000	7,750000
21956	9,620000	9,630000	7,750000
21963	9,080000	10,350000	7,750000
21970	9,240000	9,370000	7,750000
21977	10,780000	9,620000	7,750000
21984	10,770000	10,450000	7,750000
21991	9,830000	10,640000	7,750000
21997	9,690000	10,230000	7,750000
22004	10,180000	9,510000	7,750000
22011	10,220000	9,770000	7,750000
22018	9,210000	10,240000	7,750000
22025	8,350000	8,590000	7,750000
22032	9,070000	8,840000	7,750000
22038	10,790000	10,070000	7,750000
22045	11,010000	11,700000	7,750000
22052	10,230000	9,920000	7,750000
22059	9,590000	9,750000	7,750000
22066	9,710000	8,600000	7,750000
22073	9,620000	9,600000	7,750000
22079	8,910000	10,400000	7,750000
22086	8,700000	9,350000	7,750000
22093	10,380000	7,820000	7,750000
22099	10,060000	10,980000	7,750000
22107	10,200000	12,040000	8,000000
22114	10,060000	10,150000	8,000000
22120	10,440000	8,920000	8,000000
22127	9,880000	11,250000	8,000000
22134	9,060000	9,850000	8,000000
22140	8,460000	7,770000	8,000000
22148	9,070000	8,780000	8,000000
22155	9,490000	11,250000	8,000000
22161	10,540000	11,730000	8,000000
22168	11,060000	9,980000	8,000000
22175	9,890000	10,030000	8,000000
22181	9,170000	8,850000	8,000000
22189	9,310000	9,670000	8,000000
22196	9,760000	8,990000	8,000000
22202	9,610000	9,700000	8,000000
22209	9,760000	9,190000	8,000000
22216	9,510000	10,050000	8,000000
22222	10,100000	10,560000	8,000000
22230	10,110000	9,850000	8,000000
22237	10,250000	9,540000	8,000000
22243	9,690000	9,700000	8,000000
22250	9,500000	9,300000	8,000000
22257	9,430000	8,530000	8,000000
22263	9,940000	9,560000	8,000000
22270	10,430000	10,810000	8,000000
22278	9,340000	10,820000	8,000000
22284	8,900000	8,860000	8,000000
22291	9,870000	8,120000	8,000000
22298	10,670000	10,780000	8,000000
22304	9,940000	11,810000	8,000000
22311	9,530000	9,580000	8,000000
22319	9,990000	8,650000	8,000000
22325	9,460000	7,850000	8,000000
22332	8,950000	8,860000	8,000000
22339	8,610000	10,370000	8,000000
22345	9,230000	10,050000	8,000000
22352	10,450000	9,430000	8,000000
22360	10,810000	10,390000	8,000000
22366	9,770000	10,300000	8,000000
22373	9,960000	9,950000	8,000000
22380	9,040000	10,930000	8,000000
22386	9,010000	9,540000	8,000000
22393	10,030000	8,420000	8,000000
22401	10,490000	10,800000	8,000000
22407	10,020000	11,260000	8,000000
22414	9,790000	9,800000	8,000000
22421	10,340000	9,670000	8,000000
22427	10,140000	10,900000	8,000000
22434	9,190000	9,970000	8,000000
22441	8,910000	9,810000	8,000000
22448	9,180000	7,380000	8,000000
22455	9,320000	10,270000	8,000000
22462	9,970000	11,160000	8,000000
22468	10,430000	10,440000	8,000000
22475	10,460000	10,100000	8,000000
22482	9,490000	10,470000	8,000000
22489	9,780000	8,450000	8,000000
22496	9,570000	8,490000	8,000000
22503	9,140000	10,760000	8,000000
22509	9,190000	11,080000	8,000000
22516	10,030000	8,070000	8,000000
22523	10,400000	8,900000	8,000000
22530	10,080000	10,760000	8,000000
22537	10,230000	12,050000	8,000000
22544	10,340000	9,770000	8,000000
22550	9,560000	9,290000	8,000000
22557	8,750000	8,720000	8,000000
22564	8,510000	8,410000	8,000000
22571	9,750000	9,630000	8,000000
22578	10,010000	10,500000	8,000000
22585	10,080000	11,540000	8,000000
22591	10,780000	9,310000	8,000000
22598	10,440000	8,560000	8,000000
22605	9,740000	9,310000	8,000000
22611	9,160000	10,120000	8,000000
22619	9,900000	9,510000	8,000000
22626	9,680000	9,920000	8,000000
22632	9,390000	9,140000	8,000000
22639	9,760000	9,840000	8,000000
22646	10,720000	10,390000	8,000000
22652	11,100000	11,010000	8,000000
22660	9,910000	10,620000	8,000000
22667	8,520000	9,730000	8,000000
22673	9,100000	8,100000	8,000000
22680	9,580000	8,080000	8,000000
22687	9,850000	11,140000	8,000000
22693	10,060000	10,750000	8,000000
22701	9,430000	10,700000	8,000000
22708	9,780000	8,720000	8,000000
22714	9,920000	8,820000	8,000000
22721	10,670000	11,220000	8,000000
22728	10,540000	11,610000	8,000000
22734	9,930000	10,090000	8,000000
22742	10,110000	8,930000	8,000000
22749	8,870000	8,790000	8,000000
22755	8,770000	9,680000	8,000000
22762	10,070000	9,530000	8,000000
22769	10,600000	10,730000	8,000000
22775	10,190000	11,550000	8,000000
22782	9,670000	9,700000	8,000000
22790	9,280000	8,390000	8,000000
22796	8,980000	9,790000	8,000000
22803	9,560000	9,980000	8,000000
22810	9,700000	9,620000	8,000000
22816	9,340000	8,990000	8,000000
22823	9,140000	9,320000	8,000000
22831	10,840000	9,250000	8,000000
22837	10,630000	11,380000	8,000000
22844	9,750000	11,890000	8,000000
22851	9,500000	9,040000	8,000000
22857	9,600000	7,830000	8,000000
22864	9,200000	10,040000	8,000000
22872	8,750000	10,590000	8,000000
22878	9,830000	9,730000	8,000000
22885	10,480000	9,790000	8,000000
22892	10,130000	11,350000	8,000000
22898	9,810000	10,530000	8,000000
22905	10,290000	9,630000	8,000000
22913	10,330000	9,190000	8,000000
22919	8,980000	9,130000	8,000000
22926	8,520000	9,170000	8,000000
22932	9,450000	9,020000	8,000000
22939	9,940000	9,230000	8,000000
22946	9,890000	10,930000	8,000000
22952	10,320000	10,760000	8,000000
22960	10,700000	10,450000	8,000000
22967	9,930000	10,300000	8,000000
22974	8,790000	9,960000	8,000000
22980	9,180000	8,000000	8,000000
22987	8,760000	8,690000	8,000000
22993	9,030000	10,170000	8,000000
23001	10,620000	9,910000	8,000000
23008	10,890000	10,610000	8,000000
23015	10,070000	11,520000	8,000000
23021	9,780000	9,980000	8,000000
23028	9,560000	8,190000	8,000000
23034	9,550000	8,450000	8,000000
23042	8,880000	10,500000	8,000000
23049	8,220000	10,920000	8,000000
23055	8,840000	8,020000	8,000000
23062	10,310000	8,100000	8,000000
23069	10,920000	11,650000	8,000000
23076	9,790000	12,070000	8,000000
23083	9,420000	9,160000	8,000000
23090	8,980000	7,600000	8,000000
23096	9,310000	9,330000	8,000000
23103	9,910000	9,990000	8,000000
23110	10,130000	10,440000	7,750000
23116	9,680000	10,120000	7,750000
23123	9,010000	9,120000	7,750000
23131	9,400000	9,170000	7,750000
23137	9,850000	10,670000	7,750000
23144	10,390000	11,340000	7,750000
23151	10,130000	10,740000	7,750000
23157	9,680000	9,260000	7,750000
23164	8,850000	8,740000	7,750000
23172	8,810000	9,220000	7,750000
23178	9,190000	10,050000	7,750000
23185	9,860000	9,600000	7,750000
23192	9,890000	10,830000	7,750000
23198	10,520000	10,310000	7,750000
23205	10,470000	9,770000	7,750000
23213	9,790000	8,970000	7,750000
23219	8,930000	9,970000	7,750000
23226	8,720000	9,340000	7,750000
23233	9,220000	7,770000	7,750000
23239	10,040000	7,890000	7,750000
23246	9,820000	10,240000	7,750000
23254	10,260000	11,590000	7,750000
23260	10,630000	10,690000	7,750000
23267	10,240000	10,130000	7,750000
23274	9,350000	9,450000	7,750000
23280	9,140000	8,990000	7,750000
23287	9,290000	9,640000	7,750000
23294	8,910000	10,150000	7,750000
23301	9,980000	10,120000	7,750000
23308	10,460000	9,930000	7,750000
23315	10,520000	9,890000	7,750000
23321	9,480000	9,970000	7,750000
23328	8,990000	9,810000	7,750000
23335	9,660000	8,970000	7,750000
23342	9,350000	9,530000	7,750000
23349	8,790000	9,780000	7,750000
23356	8,960000	9,040000	7,750000
23362	10,040000	8,780000	7,750000
23369	10,870000	9,030000	7,750000
23376	10,470000	11,620000	7,750000
23383	10,100000	12,100000	7,750000
23390	10,410000	8,680000	7,750000
23397	9,600000	8,560000	7,750000
23403	8,280000	9,800000	7,750000
23410	8,150000	10,070000	7,750000
23417	9,500000	8,850000	7,750000
23424	10,360000	9,310000	7,750000
23431	10,010000	10,380000	7,750000
23438	10,490000	9,770000	7,750000
23444	10,100000	10,890000	7,750000
23451	9,520000	10,720000	7,750000
23458	9,390000	8,260000	7,750000
23464	9,350000	7,600000	7,750000
23472	8,980000	10,000000	7,750000
23479	9,310000	10,830000	7,750000
23485	10,230000	10,030000	7,750000
23492	10,820000	9,380000	7,750000
23499	10,720000	10,740000	7,750000
23505	9,800000	10,990000	7,750000
23513	8,880000	8,530000	7,750000
23520	9,360000	9,300000	7,750000
23526	9,610000	8,700000	7,750000
23533	10,410000	9,840000	7,750000
23540	10,270000	9,760000	7,750000
23546	9,060000	9,940000	7,750000
23554	9,060000	9,740000	7,750000
23561	10,350000	9,470000	7,750000
23567	11,210000	9,800000	7,750000
23574	9,990000	10,720000	7,750000
23581	9,180000	10,180000	7,750000
23587	9,350000	8,550000	7,750000
23595	9,610000	8,540000	7,750000
23602	9,140000	9,930000	7,750000
23608	9,180000	9,540000	7,750000
23615	10,080000	10,670000	7,750000
23622	10,310000	11,350000	7,750000
23628	10,260000	9,190000	7,750000
23635	10,530000	8,770000	7,750000
23643	9,680000	9,280000	7,750000
23649	8,660000	10,460000	7,750000
23656	9,580000	8,990000	7,750000
23663	9,800000	9,690000	7,750000
23669	9,820000	10,650000	7,750000
23676	10,410000	10,230000	7,750000
23684	10,510000	9,140000	7,750000
23690	9,250000	10,970000	7,750000
23697	9,090000	10,650000	7,750000
23704	9,550000	8,030000	7,750000
23710	9,800000	7,840000	7,750000
23717	8,890000	10,380000	7,750000
23725	9,050000	10,480000	7,750000
23731	10,530000	9,650000	7,750000
23738	10,910000	10,510000	7,750000
23745	10,080000	10,320000	7,750000
23751	9,480000	9,900000	7,750000
23758	10,030000	10,120000	7,750000
23766	9,830000	10,020000	7,750000
23772	8,670000	10,500000	7,750000
23779	9,710000	9,310000	7,750000
23786	9,560000	9,440000	7,750000
23792	9,950000	10,470000	7,750000
23799	11,140000	10,390000	7,750000
23806	11,010000	10,720000	7,750000
23814	9,490000	10,610000	7,750000
23820	8,750000	8,450000	7,750000
23827	9,300000	7,680000	7,750000
23833	9,000000	9,730000	7,750000
23840	8,810000	10,530000	7,750000
23847	9,600000	9,630000	7,750000
23854	10,570000	9,580000	7,750000
23861	10,500000	12,050000	7,750000
23868	10,060000	11,340000	7,750000
23875	10,170000	8,440000	7,750000
23881	9,820000	8,710000	7,750000
23888	8,630000	10,100000	7,750000
23896	9,150000	9,950000	7,750000
23902	10,190000	9,720000	7,750000
23909	10,930000	10,140000	7,750000
23916	10,370000	10,260000	7,750000
23922	9,990000	11,160000	7,750000
23929	9,790000	10,610000	7,750000
23937	9,190000	8,580000	7,750000
23943	9,510000	8,290000	7,750000
23950	9,990000	10,210000	7,750000
23957	9,410000	11,090000	7,750000
23963	9,000000	10,000000	7,750000
23970	9,790000	8,100000	7,750000
23977	10,550000	10,130000	7,750000
23984	10,080000	11,350000	7,750000
23991	10,060000	9,830000	7,750000
23998	10,180000	8,810000	7,750000
24004	10,100000	10,770000	7,750000
24011	8,990000	10,590000	7,750000
24018	8,790000	7,840000	7,750000
24025	10,000000	7,920000	7,750000
24032	10,160000	11,690000	7,750000
24039	9,630000	12,430000	7,750000
24045	9,690000	9,410000	7,750000
24052	10,420000	8,490000	7,750000
24059	9,870000	8,600000	7,750000
24066	9,240000	10,080000	7,750000
24073	9,410000	9,890000	7,750000
24080	9,700000	9,180000	7,750000
24086	9,350000	10,780000	7,750000
24093	9,620000	9,520000	7,750000
24100	10,770000	9,610000	7,750000
24107	10,330000	10,770000	7,750000
24114	9,160000	10,790000	8,000000
24121	9,240000	9,040000	8,000000
24127	9,900000	8,890000	8,000000
24134	10,080000	9,960000	8,000000
24141	8,890000	10,350000	8,000000
24147	9,120000	10,110000	8,000000
24155	10,390000	9,750000	8,000000
24162	10,510000	10,640000	8,000000
24168	10,270000	10,820000	8,000000
24175	9,920000	10,150000	8,000000
24182	8,970000	9,600000	8,000000
24188	8,980000	8,480000	8,000000
24196	9,220000	8,490000	8,000000
24203	9,650000	8,770000	8,000000
24209	9,750000	11,490000	8,000000
24216	9,360000	11,940000	8,000000
24223	11,490000	8,980000	8,000000
24229	10,980000	8,730000	8,000000
24237	9,530000	10,330000	8,000000
24244	9,130000	10,780000	8,000000
24250	9,450000	8,300000	8,000000
24257	9,090000	8,480000	8,000000
24264	8,680000	9,410000	8,000000
24270	9,900000	10,030000	8,000000
24278	11,120000	11,640000	8,000000
24285	10,050000	11,980000	8,000000
24291	9,910000	8,840000	8,000000
24298	10,130000	7,200000	8,000000
24305	9,780000	10,380000	8,000000
24311	8,820000	11,010000	8,000000
24318	9,180000	8,960000	8,000000
24326	10,170000	8,390000	8,000000
24332	10,560000	8,580000	8,000000
24339	9,900000	10,220000	8,000000
24346	9,740000	11,740000	8,000000
24352	10,060000	9,520000	8,000000
24359	9,230000	8,280000	8,000000
24367	9,160000	9,300000	8,000000
24373	9,460000	10,140000	8,000000
24380	9,660000	9,720000	8,000000
24387	9,640000	9,380000	8,000000
24393	9,450000	10,700000	8,000000
24400	9,650000	10,920000	8,000000
24408	10,830000	8,990000	8,000000
24414	11,070000	9,070000	8,000000
24421	10,150000	11,090000	8,000000
24428	9,490000	11,210000	8,000000
24434	9,590000	8,330000	8,000000
24441	9,480000	7,060000	8,000000
24449	9,550000	7,650000	8,000000
24455	8,800000	11,150000	8,000000
24462	9,430000	10,630000	8,000000
24469	10,480000	9,820000	8,000000
24475	10,370000	9,780000	8,000000
24482	9,900000	9,440000	8,000000
24489	9,720000	8,950000	8,000000
24496	8,900000	9,310000	8,000000
24503	8,900000	9,720000	8,000000
24510	10,410000	9,890000	8,000000
24516	10,740000	10,670000	8,000000
24523	10,240000	10,030000	8,000000
24530	10,660000	8,980000	8,000000
24537	10,040000	10,330000	8,000000
24544	9,820000	10,930000	8,000000
24551	10,100000	8,260000	8,000000
24557	9,620000	7,650000	8,000000
24564	8,540000	8,310000	8,000000
24571	9,250000	10,590000	8,000000
24578	10,610000	10,870000	8,000000
24585	11,000000	10,160000	8,000000
24592	9,790000	10,460000	8,000000
24598	9,530000	8,780000	8,000000
24605	9,450000	8,070000	8,000000
24612	8,870000	10,160000	8,000000
24619	8,720000	10,880000	8,000000
24626	9,770000	8,930000	8,000000
24633	10,350000	8,600000	8,000000
24639	9,830000	10,400000	8,000000
24646	10,180000	10,570000	8,000000
24653	10,840000	11,230000	8,000000
24659	10,430000	10,650000	8,000000
24667	8,950000	8,570000	8,000000
24674	8,690000	6,800000	8,000000
24680	8,870000	9,890000	8,000000
24687	9,220000	11,130000	8,000000
24694	10,270000	12,440000	8,000000
24700	11,120000	10,480000	8,000000
24708	10,370000	9,290000	8,000000
24715	9,520000	9,900000	8,000000
24721	9,960000	9,180000	8,000000
24728	9,720000	9,620000	8,000000
24735	9,140000	10,660000	8,000000
24741	8,470000	9,580000	8,000000
24749	10,190000	8,780000	8,000000
24756	10,880000	10,070000	8,000000
24762	10,340000	10,960000	8,000000
24769	10,360000	11,160000	8,000000
24776	9,680000	10,210000	8,000000
24782	9,290000	8,790000	8,000000
24790	9,420000	8,070000	8,000000
24797	10,020000	10,920000	8,000000
24803	10,040000	11,430000	8,000000
24810	9,440000	9,160000	8,000000
24817	8,820000	8,930000	8,000000
24823	9,870000	8,140000	8,000000
24830	10,190000	10,000000	8,000000
24838	9,930000	11,790000	8,000000
24844	9,590000	10,490000	8,000000
24851	9,990000	9,000000	8,000000
24858	9,500000	9,270000	8,000000
24864	8,450000	9,100000	8,000000
24871	8,470000	8,110000	8,000000
24879	9,930000	8,980000	8,000000
24885	10,730000	12,560000	8,000000
24892	10,180000	11,990000	8,000000
24899	10,240000	8,440000	8,000000
24905	9,700000	7,970000	8,000000
24912	8,850000	10,210000	8,000000
24920	9,720000	9,260000	8,000000
24926	10,110000	10,300000	8,000000
24933	9,600000	11,090000	8,000000
24940	9,510000	11,610000	8,000000
24946	10,260000	9,570000	8,000000
24953	10,120000	9,470000	8,000000
24961	9,760000	10,800000	8,000000
24967	9,200000	10,500000	8,000000
24974	9,300000	8,230000	8,000000
24981	9,000000	8,220000	8,000000
24987	8,880000	9,690000	8,000000
24994	10,150000	10,150000	8,000000
25001	11,420000	11,130000	8,000000
25008	10,540000	11,160000	8,000000
25015	9,800000	9,480000	8,000000
25022	9,990000	8,700000	8,000000
25028	9,770000	10,600000	8,000000
25035	9,120000	10,540000	8,000000
25042	9,060000	8,580000	8,000000
25049	9,940000	8,100000	8,000000
25056	9,840000	10,650000	8,000000
25063	9,900000	11,060000	8,000000
25069	10,830000	10,370000	8,000000
25076	10,740000	9,880000	8,000000
25083	9,670000	9,790000	8,000000
25091	8,800000	8,930000	8,000000
25097	8,820000	8,600000	8,000000
25104	8,850000	8,350000	8,000000
25110	9,360000	10,340000	8,000000
25117	10,620000	10,550000	8,000000
25124	10,980000	9,440000	8,000000
25132	9,980000	10,890000	8,000000
25138	9,400000	10,430000	8,000000
25145	9,780000	9,270000	8,000000
25151	9,720000	10,010000	8,000000
25158	9,590000	10,280000	8,000000
25165	8,850000	9,540000	8,000000
25171	9,230000	9,070000	8,000000
25179	10,590000	9,750000	8,000000
25186	10,950000	11,360000	8,000000
25193	10,220000	11,090000	8,000000
25199	9,320000	8,760000	8,000000
25206	9,280000	8,080000	8,000000
25213	9,510000	8,440000	8,000000
25220	9,640000	10,750000	8,000000
25227	10,210000	10,920000	8,000000
25234	9,380000	9,400000	8,000000
25240	9,390000	8,220000	8,000000
25247	9,370000	10,010000	8,000000
25254	10,110000	11,250000	8,000000
25261	10,330000	10,670000	8,000000
25268	10,070000	9,530000	8,000000
25275	9,750000	9,930000	8,000000
25281	9,130000	9,380000	8,000000
25288	9,760000	8,290000	8,000000
25294	9,980000	8,720000	8,000000
25302	9,670000	11,610000	8,000000
25309	9,740000	11,300000	8,000000
25315	9,960000	8,740000	8,000000
25322	9,560000	8,820000	8,000000
25329	9,190000	9,890000	8,000000
25335	9,810000	9,670000	8,000000
25342	9,830000	8,960000	8,000000
25350	9,340000	10,200000	8,000000
25356	9,260000	10,100000	8,000000
25363	10,370000	9,220000	8,000000
25370	10,530000	11,010000	8,000000
25376	9,760000	10,250000	8,000000
25383	9,580000	9,130000	8,000000
25391	9,470000	9,900000	8,000000
25397	9,320000	9,760000	8,000000
25404	9,370000	7,900000	8,000000
25411	10,370000	9,250000	8,000000
25417	10,470000	9,460000	8,000000
25424	10,510000	11,430000	8,000000
25432	10,720000	10,360000	8,000000
25438	10,150000	9,680000	8,000000
25445	8,650000	9,890000	8,000000
25452	8,780000	9,440000	8,000000
