Czas [ms]	 Przyspieszenie obudowy [m/s^2]	 Przyspieszenie eliminatora  [m/s^2]	Prêdkoœæ obrotowa [obr/sek]
15	7,810000	7,850000	0,000000
22	9,350000	9,360000	0,000000
28	9,680000	9,640000	0,000000
35	9,710000	9,790000	0,000000
43	9,740000	9,870000	0,000000
49	9,770000	9,880000	0,000000
55	9,740000	9,850000	0,000000
62	9,760000	9,780000	0,000000
68	9,720000	9,730000	0,000000
75	9,720000	9,740000	0,000000
81	9,720000	9,770000	0,000000
89	9,730000	9,830000	0,000000
96	9,700000	9,830000	0,000000
102	9,710000	9,810000	0,000000
109	9,750000	9,780000	0,000000
115	9,740000	9,750000	0,000000
122	9,740000	9,790000	0,000000
129	9,750000	9,840000	0,000000
136	9,730000	9,820000	0,000000
142	9,730000	9,800000	0,000000
149	9,740000	9,750000	0,000000
155	9,760000	9,740000	0,000000
162	9,730000	9,760000	0,000000
168	9,730000	9,840000	0,000000
176	9,740000	9,880000	0,000000
182	9,740000	9,910000	0,000000
189	9,710000	9,840000	0,000000
196	9,730000	9,740000	0,000000
202	9,720000	9,720000	0,000000
209	9,740000	9,790000	0,000000
216	9,730000	9,850000	0,000000
223	9,740000	9,900000	0,000000
229	9,740000	9,900000	0,000000
236	9,730000	9,780000	0,000000
242	9,730000	9,750000	0,000000
249	9,710000	9,760000	0,000000
256	9,700000	9,790000	0,000000
263	9,710000	9,820000	0,000000
269	9,750000	9,890000	0,000000
276	9,760000	9,890000	0,000000
283	9,750000	9,830000	0,000000
289	9,750000	9,720000	0,000000
296	9,750000	9,730000	0,000000
303	9,740000	9,770000	0,000000
310	9,740000	9,860000	0,000000
316	9,710000	9,900000	0,000000
323	9,730000	9,880000	0,000000
329	9,750000	9,770000	0,000000
336	9,760000	9,790000	0,000000
343	9,750000	9,760000	0,000000
350	9,750000	9,770000	0,000000
356	9,730000	9,830000	0,000000
363	9,730000	9,880000	0,000000
370	9,730000	9,790000	0,000000
376	9,710000	9,780000	0,000000
384	9,750000	9,780000	0,000000
390	9,720000	9,760000	0,000000
397	9,750000	9,850000	0,000000
403	9,720000	9,880000	0,000000
410	9,720000	9,860000	0,000000
416	9,720000	9,820000	0,000000
423	9,720000	9,800000	0,000000
430	9,730000	9,780000	0,000000
437	9,730000	9,770000	0,000000
443	9,760000	9,810000	0,000000
450	9,770000	9,830000	0,000000
457	9,740000	9,860000	0,000000
463	9,740000	9,810000	0,000000
